IDALOJAMIENTO,COMIDAS,TIPOBANIO,TIPOHABITACION,DTOMESEXTRA,IDENTIFICACIONOPERADORUSUARIO
20090,1,privado,compartido,80,13084
20091,2,privado,compartido,98,48655
20092,3,privado,compartido,10,47864
20093,1,compartido,individual,58,14794
20094,1,compartido,individual,4,6180
20095,2,privado,compartido,50,15905
20096,2,privado,compartido,29,38968
20097,0,privado,individual,30,16898
20098,0,privado,individual,61,23334
20099,2,privado,individual,34,34747
20100,2,privado,individual,88,39251
20101,1,compartido,individual,33,35597
20102,1,privado,compartido,21,20251
20103,2,privado,compartido,2,13474
20104,2,compartido,individual,64,10308
20105,0,privado,individual,3,47074
20106,3,privado,compartido,28,18505
20107,1,compartido,compartido,5,2096
20108,0,compartido,compartido,49,42083
20109,3,privado,compartido,58,47050
20110,1,compartido,individual,100,11386
20111,2,compartido,individual,41,8306
20112,3,privado,individual,35,20071
20113,2,compartido,compartido,22,18933
20114,0,privado,compartido,60,12793
20115,1,compartido,compartido,69,33131
20116,2,privado,compartido,41,31389
20117,0,privado,individual,34,35960
20118,1,privado,compartido,59,14381
20119,0,privado,compartido,1,15023
20120,0,privado,individual,44,42653
20121,0,compartido,individual,51,48883
20122,2,compartido,compartido,31,48658
20123,1,privado,compartido,39,23914
20124,2,privado,individual,84,34355
20125,2,privado,individual,18,30325
20126,0,compartido,compartido,84,47098
20127,2,compartido,individual,59,9169
20128,2,compartido,compartido,7,37805
20129,1,compartido,compartido,35,7368
20130,3,privado,individual,46,5579
20131,1,compartido,individual,26,39789
20132,0,compartido,compartido,15,24037
20133,1,privado,individual,38,1907
20134,2,compartido,compartido,82,15389
20135,0,privado,individual,91,31633
20136,0,compartido,compartido,70,37754
20137,1,compartido,compartido,22,48108
20138,1,compartido,individual,96,38145
20139,0,privado,compartido,84,30544
20140,0,privado,individual,35,18342
20141,1,compartido,individual,40,34079
20142,2,privado,individual,11,28260
20143,0,compartido,compartido,18,17411
20144,2,compartido,compartido,57,25617
20145,0,privado,compartido,83,25206
20146,3,compartido,individual,65,3512
20147,3,compartido,compartido,39,14132
20148,1,compartido,individual,2,12629
20149,0,privado,individual,95,44072
20150,1,privado,compartido,72,44805
20151,2,compartido,compartido,58,27100
20152,3,privado,individual,28,39577
20153,1,compartido,compartido,40,47441
20154,3,compartido,compartido,82,25324
20155,1,compartido,individual,3,15236
20156,1,compartido,compartido,42,27748
20157,3,privado,compartido,40,46977
20158,1,privado,individual,29,13096
20159,0,privado,individual,53,32057
20160,0,privado,individual,44,23358
20161,3,compartido,compartido,60,38150
20162,1,privado,compartido,72,42444
20163,0,compartido,compartido,57,1952
20164,1,privado,individual,26,3764
20165,3,privado,compartido,18,21249
20166,0,compartido,compartido,86,44100
20167,2,compartido,individual,43,41287
20168,0,privado,compartido,95,49596
20169,1,compartido,individual,9,18855
20170,1,privado,individual,27,12749
20171,0,privado,individual,53,44624
20172,0,compartido,compartido,99,44588
20173,0,privado,individual,29,16528
20174,1,privado,compartido,66,13426
20175,1,compartido,individual,73,15999
20176,3,compartido,individual,90,41749
20177,2,privado,compartido,72,15967
20178,1,privado,compartido,99,30679
20179,2,compartido,compartido,15,34403
20180,1,privado,compartido,81,9237
20181,0,privado,compartido,8,42467
20182,1,privado,individual,80,8039
20183,0,compartido,compartido,19,30923
20184,2,privado,compartido,47,47922
20185,2,privado,compartido,95,14279
20186,2,privado,compartido,93,49115
20187,0,compartido,individual,74,8390
20188,0,privado,individual,53,24021
20189,3,compartido,individual,5,34123
20190,1,compartido,compartido,47,36250
20191,0,privado,compartido,73,33318
20192,2,privado,compartido,92,30722
20193,2,compartido,compartido,87,18156
20194,0,privado,compartido,84,38259
20195,1,compartido,individual,25,19159
20196,3,privado,compartido,5,8734
20197,3,compartido,compartido,11,42430
20198,3,privado,individual,50,1716
20199,3,compartido,compartido,72,18601
20200,2,compartido,compartido,53,21786
20201,0,compartido,compartido,83,9667
20202,0,compartido,individual,25,13647
20203,3,privado,compartido,84,31406
20204,0,privado,compartido,91,14616
20205,2,privado,individual,23,47188
20206,2,compartido,compartido,19,16399
20207,2,privado,individual,97,4613
20208,3,compartido,compartido,50,22146
20209,1,privado,individual,53,43909
20210,0,privado,compartido,11,10343
20211,2,compartido,compartido,84,9082
20212,2,compartido,compartido,84,13069
20213,0,privado,individual,94,36106
20214,0,privado,compartido,84,24176
20215,3,privado,individual,48,21132
20216,1,privado,compartido,32,19390
20217,3,compartido,compartido,45,7781
20218,0,compartido,compartido,48,10680
20219,3,compartido,individual,37,6464
20220,3,compartido,compartido,60,329
20221,3,privado,individual,18,40004
20222,2,privado,compartido,99,28119
20223,0,privado,compartido,24,11052
20224,1,privado,individual,99,24808
20225,2,privado,individual,1,22825
20226,3,privado,individual,27,38860
20227,1,privado,compartido,32,18014
20228,1,compartido,individual,12,1598
20229,1,privado,individual,2,5081
20230,0,privado,compartido,23,10730
20231,0,compartido,compartido,51,19512
20232,3,compartido,individual,56,20165
20233,1,compartido,individual,24,9350
20234,3,privado,compartido,41,28912
20235,0,privado,compartido,54,947
20236,3,compartido,compartido,52,8921
20237,1,privado,compartido,4,40988
20238,1,compartido,individual,94,28772
20239,0,compartido,individual,36,9970
20240,0,compartido,compartido,82,30310
20241,1,compartido,compartido,96,24460
20242,3,privado,individual,5,15197
20243,3,compartido,individual,95,6517
20244,3,privado,compartido,52,49040
20245,3,privado,compartido,99,34579
20246,0,privado,compartido,66,32132
20247,1,compartido,compartido,90,40556
20248,2,compartido,compartido,49,34834
20249,1,compartido,compartido,65,16939
20250,1,compartido,compartido,60,26535
20251,3,compartido,individual,76,33563
20252,2,privado,compartido,26,27607
20253,1,compartido,compartido,50,39112
20254,2,compartido,compartido,85,25794
20255,2,compartido,compartido,23,40375
20256,1,compartido,individual,64,43297
20257,1,privado,individual,11,8486
20258,1,privado,compartido,67,15474
20259,1,privado,individual,34,22062
20260,3,privado,compartido,23,28755
20261,1,privado,individual,47,31255
20262,2,compartido,individual,72,33106
20263,2,privado,compartido,23,41012
20264,2,privado,compartido,99,49615
20265,3,compartido,individual,25,16575
20266,3,compartido,individual,13,12077
20267,0,privado,compartido,58,32970
20268,1,privado,compartido,78,42194
20269,2,privado,compartido,25,8498
20270,2,privado,individual,3,20274
20271,0,compartido,individual,31,45546
20272,3,privado,individual,52,41027
20273,1,privado,individual,35,7064
20274,0,privado,compartido,35,38265
20275,2,compartido,individual,100,1638
20276,2,privado,compartido,72,49804
20277,1,privado,individual,12,33994
20278,0,compartido,compartido,32,41125
20279,1,compartido,individual,33,13906
20280,3,compartido,compartido,30,33813
20281,0,compartido,individual,14,10007
20282,3,compartido,individual,30,21653
20283,2,compartido,individual,53,1066
20284,0,compartido,individual,25,19513
20285,2,privado,compartido,51,45235
20286,1,compartido,individual,7,47842
20287,2,privado,compartido,26,34102
20288,3,privado,compartido,42,38896
20289,1,compartido,compartido,1,18570
20290,2,privado,compartido,17,25901
20291,2,privado,compartido,33,48351
20292,0,privado,compartido,43,42854
20293,1,privado,individual,38,22069
20294,1,compartido,individual,62,46804
20295,0,privado,compartido,64,9868
20296,3,privado,individual,8,37954
20297,2,compartido,individual,2,34490
20298,0,privado,compartido,51,25707
20299,3,compartido,individual,10,3259
20300,3,compartido,compartido,44,43146
20301,3,privado,individual,19,5234
20302,2,compartido,individual,2,44551
20303,3,compartido,individual,74,613
20304,0,privado,compartido,81,13076
20305,2,privado,individual,99,854
20306,1,privado,compartido,19,14370
20307,3,privado,individual,61,12795
20308,1,compartido,individual,61,7717
20309,1,privado,compartido,84,38573
20310,1,privado,compartido,60,45752
20311,2,compartido,compartido,27,27171
20312,1,compartido,individual,22,18
20313,2,compartido,compartido,98,17176
20314,1,privado,individual,39,21273
20315,0,compartido,individual,16,26613
20316,1,compartido,compartido,37,30878
20317,1,compartido,individual,96,49993
20318,1,privado,individual,98,42907
20319,2,compartido,individual,74,29136
20320,3,privado,compartido,30,24772
20321,2,privado,individual,68,25797
20322,1,privado,compartido,91,14145
20323,3,privado,compartido,64,2052
20324,1,compartido,individual,85,659
20325,3,privado,compartido,1,30840
20326,0,privado,compartido,16,20596
20327,2,compartido,individual,37,16190
20328,3,privado,individual,28,33882
20329,1,compartido,compartido,29,41904
20330,0,privado,individual,67,37049
20331,3,privado,compartido,78,34913
20332,2,privado,individual,47,48683
20333,2,compartido,individual,39,46969
20334,0,privado,individual,88,31862
20335,1,compartido,individual,68,35445
20336,2,compartido,individual,82,3546
20337,0,privado,compartido,15,8654
20338,1,privado,compartido,59,18143
20339,1,compartido,compartido,32,26644
20340,1,compartido,compartido,97,22779
20341,1,privado,individual,22,17631
20342,2,privado,individual,47,47689
20343,3,privado,individual,74,46802
20344,3,compartido,compartido,69,18643
20345,1,compartido,compartido,59,44018
20346,1,privado,compartido,86,12882
20347,2,privado,individual,60,34869
20348,1,compartido,individual,94,35876
20349,2,privado,individual,37,17528
20350,2,privado,compartido,76,34302
20351,3,compartido,individual,36,15363
20352,3,privado,compartido,35,20403
20353,0,compartido,compartido,89,19984
20354,0,compartido,individual,87,25376
20355,2,privado,individual,3,44891
20356,3,privado,individual,87,24656
20357,2,privado,compartido,14,24222
20358,1,privado,individual,48,7731
20359,0,privado,individual,66,38841
20360,3,privado,individual,39,10129
20361,3,compartido,individual,34,42694
20362,2,privado,compartido,24,47406
20363,1,compartido,compartido,42,26913
20364,0,privado,individual,59,16686
20365,2,privado,individual,25,39207
20366,1,privado,individual,83,7520
20367,0,privado,compartido,73,12273
20368,3,compartido,compartido,24,35521
20369,1,compartido,individual,59,16364
20370,3,compartido,individual,55,5494
20371,1,privado,individual,99,16953
20372,0,privado,individual,51,2567
20373,0,compartido,individual,76,19307
20374,3,compartido,compartido,31,47138
20375,1,privado,individual,57,35845
20376,0,privado,individual,1,8799
20377,2,privado,compartido,50,41416
20378,1,compartido,compartido,91,479
20379,2,privado,compartido,74,22098
20380,2,privado,compartido,43,5781
20381,2,privado,individual,62,12151
20382,1,privado,individual,87,21253
20383,3,privado,compartido,86,23253
20384,2,compartido,individual,90,8130
20385,2,compartido,compartido,69,10779
20386,0,compartido,individual,46,1893
20387,2,compartido,compartido,95,19192
20388,2,privado,individual,35,20382
20389,3,privado,individual,3,7100
20390,2,privado,compartido,46,49404
20391,0,compartido,compartido,33,28039
20392,2,compartido,compartido,9,38648
20393,2,privado,individual,4,6880
20394,3,privado,individual,37,16629
20395,3,compartido,compartido,100,41526
20396,3,privado,individual,42,33949
20397,3,privado,individual,41,12461
20398,3,compartido,individual,89,44964
20399,1,compartido,individual,61,41656
20400,1,privado,individual,93,778
20401,0,privado,compartido,39,2151
20402,3,compartido,compartido,21,13339
20403,1,privado,compartido,52,47207
20404,0,privado,individual,90,34398
20405,2,compartido,compartido,49,4915
20406,2,compartido,compartido,63,41555
20407,1,privado,compartido,67,15234
20408,3,compartido,compartido,80,13077
20409,1,privado,compartido,89,13403
20410,2,compartido,compartido,28,14007
20411,3,compartido,individual,53,21070
20412,0,privado,compartido,28,3528
20413,3,privado,compartido,23,37365
20414,3,privado,compartido,12,2317
20415,0,compartido,individual,77,39412
20416,1,compartido,individual,17,27690
20417,3,compartido,compartido,77,4768
20418,0,compartido,compartido,18,23732
20419,3,privado,individual,50,24198
20420,1,compartido,compartido,13,9504
20421,3,compartido,individual,87,49996
20422,2,compartido,individual,87,48277
20423,2,privado,compartido,7,45032
20424,2,privado,individual,52,3981
20425,2,compartido,individual,6,14143
20426,1,compartido,individual,71,12843
20427,0,privado,individual,87,9686
20428,1,privado,individual,84,23348
20429,2,privado,compartido,60,27739
20430,2,compartido,compartido,49,12334
20431,3,privado,individual,100,2123
20432,2,compartido,compartido,45,7255
20433,2,compartido,compartido,86,14015
20434,2,compartido,compartido,29,19142
20435,2,privado,individual,21,46400
20436,1,privado,compartido,85,34013
20437,0,compartido,individual,7,21370
20438,1,privado,individual,29,26723
20439,0,compartido,individual,55,18607
20440,2,compartido,individual,48,21117
20441,3,privado,individual,12,27452
20442,0,compartido,compartido,63,44383
20443,0,compartido,compartido,65,21317
20444,2,compartido,compartido,15,23516
20445,3,privado,individual,41,36592
20446,2,privado,individual,1,26704
20447,1,compartido,individual,96,26352
20448,1,compartido,individual,79,22565
20449,1,privado,compartido,46,46501
20450,3,privado,individual,26,21717
20451,0,privado,individual,89,28833
20452,2,compartido,compartido,58,24028
20453,0,privado,individual,80,32627
20454,0,compartido,individual,73,34039
20455,1,compartido,compartido,6,46888
20456,2,privado,individual,15,37843
20457,2,compartido,compartido,70,43381
20458,0,compartido,individual,65,37251
20459,0,privado,compartido,81,6816
20460,2,compartido,individual,33,14586
20461,0,privado,compartido,47,24121
20462,0,privado,individual,28,20121
20463,0,compartido,compartido,45,13666
20464,3,privado,individual,60,33071
20465,3,compartido,individual,93,7539
20466,0,compartido,compartido,42,27615
20467,1,privado,compartido,2,10960
20468,0,privado,individual,95,38626
20469,1,privado,compartido,57,36941
20470,0,compartido,compartido,37,32645
20471,0,privado,individual,76,38491
20472,1,compartido,compartido,34,45389
20473,3,compartido,compartido,93,16315
20474,0,compartido,individual,98,6932
20475,3,privado,individual,37,45793
20476,1,privado,compartido,3,20737
20477,1,privado,compartido,58,20209
20478,3,privado,compartido,8,9064
20479,1,privado,individual,34,32376
20480,3,privado,individual,83,6275
