IDALOJAMIENTO,IDSERVICIO,COSTO
185467,13,939
214300,9,747
154253,9,596
183209,3,705
225996,3,660
213645,4,600
175358,8,280
169409,11,362
184443,11,459
190469,13,844
217829,4,385
216485,3,473
155541,12,688
159552,8,358
172514,8,281
196742,12,496
175019,3,206
190963,2,635
196988,13,999
156760,6,186
179964,10,229
169622,8,663
215983,4,438
157418,10,200
166697,7,984
185710,2,646
185803,13,523
194120,13,350
204916,2,932
166535,3,325
225355,1,213
170699,3,199
192629,10,898
170328,7,708
178447,1,976
198818,5,496
206965,10,568
198601,11,802
226914,3,382
203199,5,662
188511,3,906
213253,11,508
195282,7,308
163949,7,115
152354,2,681
204547,9,875
152394,12,944
222292,10,100
186284,8,816
200306,8,293
224949,11,116
200771,12,625
227801,1,871
155489,11,743
173613,13,338
212978,5,490
190166,7,636
218340,8,206
171675,5,233
218324,9,345
214672,12,356
218830,3,847
172641,3,243
153842,13,157
201443,6,307
185051,10,769
190488,3,369
217906,11,820
167504,6,223
164927,5,639
167575,12,737
186941,4,300
185567,5,768
214506,4,410
227241,11,461
204951,2,303
183114,5,178
223334,2,466
154370,6,122
182257,11,726
170563,13,440
196898,2,795
203725,2,140
215777,5,264
176723,6,737
176360,9,441
169637,4,311
167482,6,671
214691,9,520
222998,13,570
174025,3,719
165875,8,886
154751,7,868
213357,7,368
185906,7,888
201417,9,224
213685,10,298
156969,3,827
193308,1,238
170475,13,322
154972,9,859
175002,3,688
207288,13,118
216348,6,820
190496,11,626
152298,10,444
229357,9,761
196744,6,759
162604,2,176
181452,2,747
166562,10,143
211895,3,687
188977,4,699
211674,3,586
206531,1,995
178547,12,992
187545,3,424
183326,11,146
156528,12,346
211802,12,253
228853,11,335
202939,7,372
151677,4,266
222718,9,284
208698,3,369
218958,7,609
158546,11,992
154261,7,576
171875,2,679
162342,13,643
225304,11,359
165041,12,133
189537,8,263
177373,13,547
166030,11,183
221544,10,803
198679,5,974
175025,3,996
169674,4,606
186453,4,458
168293,8,402
229327,4,243
225749,7,108
220440,8,790
186401,9,736
168991,10,900
187094,4,590
173443,10,579
223076,7,126
195725,5,116
215026,5,464
163390,12,938
195576,7,851
157420,5,739
164923,10,433
155714,13,623
185204,6,614
176631,7,708
197277,8,710
192374,1,690
176744,9,698
163430,9,906
198952,7,568
207468,3,161
154555,13,801
220630,4,857
224873,1,873
174300,5,842
164493,1,907
206525,5,690
227700,4,844
184402,2,405
200048,3,441
224129,8,214
150017,9,632
206241,10,712
195361,13,819
202084,8,173
161948,3,952
183416,7,662
172167,9,582
225337,4,629
213357,1,836
192842,3,971
197571,6,535
216252,2,990
183108,11,610
179300,13,602
171511,5,697
158516,5,704
183759,2,523
179414,2,771
164102,12,694
188402,8,853
167727,9,210
226496,4,562
159979,7,401
182213,1,161
187381,12,503
196425,6,491
203109,8,811
204077,10,700
181811,12,351
229494,10,407
163957,8,626
192146,8,589
173948,1,354
153815,7,310
202403,7,312
175404,11,366
155158,5,211
220683,11,750
165624,8,904
198846,11,819
202162,2,443
166947,4,569
211740,3,317
180833,12,260
209256,5,200
227945,5,456
152389,4,653
190168,10,720
223198,9,492
172315,3,533
165510,10,102
154168,12,435
175652,2,890
164932,8,597
174677,1,543
155732,5,853
153459,13,979
218142,3,867
154936,2,285
168939,3,477
214337,8,785
156517,12,943
177460,3,539
226395,8,149
162698,8,697
193874,10,715
157225,12,348
166261,2,115
177266,4,356
185841,7,276
182391,4,642
206974,1,496
202702,7,824
206438,2,412
183534,4,429
195202,8,453
216867,10,899
190086,13,693
178301,2,124
151232,13,913
200466,9,323
174779,6,416
173680,3,378
208085,2,269
215985,10,568
161033,3,752
157492,5,697
207240,8,438
220251,7,879
200981,1,438
208137,11,778
200087,10,665
188477,10,757
217798,8,569
173349,3,844
205194,9,487
159322,11,985
208952,2,246
152418,5,575
208466,5,358
176836,8,565
207603,7,212
164668,7,636
222787,4,144
199308,2,429
200870,7,545
161709,13,358
152757,5,810
197275,11,230
204730,10,735
152685,12,724
172598,9,259
228771,13,949
197609,13,202
225580,10,688
175473,3,622
158358,8,754
191453,10,464
170676,7,163
162833,11,500
224881,3,351
155034,2,902
197718,1,512
185698,5,594
202603,13,662
158314,5,669
156826,1,173
163614,13,360
165605,3,688
153727,2,598
211045,12,707
177329,7,951
194844,3,252
196477,11,387
195600,5,919
221545,2,598
159810,11,311
195772,12,578
189299,8,843
179269,8,609
185150,9,583
188518,7,162
163785,10,451
155404,2,139
188120,10,975
217309,6,668
226306,2,147
196323,13,521
152310,4,518
216773,8,210
226659,11,587
151786,11,575
165685,5,718
160578,7,109
175912,11,176
182133,6,722
153210,7,699
176772,2,970
166414,12,655
185050,12,285
201962,1,605
178176,11,243
211265,3,997
199504,8,547
190261,11,945
151423,9,406
228996,1,821
184519,11,361
217213,8,478
191767,10,692
207069,10,407
214221,13,204
151168,4,991
188861,11,703
189332,13,754
158679,12,782
193561,13,835
214599,4,144
163261,11,807
153908,5,359
176532,6,409
187177,13,245
183217,3,730
153664,12,453
177444,10,943
225297,2,563
211542,3,399
150275,2,294
226571,11,498
203950,9,262
188448,9,838
164330,3,593
203454,13,353
155175,2,585
178183,4,672
206171,9,975
198490,9,414
187466,2,926
224454,2,734
157135,5,549
158366,7,166
225931,9,917
210272,1,233
209052,2,861
157148,7,880
229762,5,670
161702,13,679
180681,10,401
154715,11,606
217111,3,544
178399,8,217
169301,5,639
184144,4,121
154340,2,651
228334,2,962
223386,8,479
216189,13,670
153982,1,630
206817,10,720
210635,2,552
156726,2,840
228364,11,116
194408,9,565
188905,3,711
228159,4,888
229324,5,510
218003,1,883
197136,1,926
185186,2,194
182314,5,952
182970,8,598
228894,11,658
167313,5,711
151070,8,559
185608,1,232
173455,2,496
184488,10,483
211306,10,741
158104,2,503
152210,11,384
213425,13,828
182214,7,452
184106,6,824
208017,13,781
213833,4,247
187023,4,466
150088,8,803
171928,12,118
219305,8,574
188208,5,868
205857,8,962
156256,4,433
178345,8,633
189978,11,541
202106,5,105
207225,5,896
227666,11,838
178567,12,202
157402,6,835
202525,5,163
151620,9,273
224674,10,615
204571,10,795
155658,8,361
190935,10,199
159927,5,710
207395,7,398
152927,7,576
153203,10,404
183458,3,343
180618,5,476
214092,9,529
177946,8,214
181661,2,310
212641,5,192
227447,9,778
229709,10,837
227637,4,552
152034,11,177
169976,3,500
166974,11,413
198765,10,951
185133,12,344
152189,6,500
226765,8,723
224215,5,247
175737,4,945
178288,1,780
227528,5,947
205701,11,940
195644,10,899
229306,6,895
183962,3,215
218379,9,427
214247,8,761
155871,11,276
218521,11,886
175274,3,442
199638,12,959
225720,3,717
185671,13,899
190164,1,114
229241,1,553
222444,1,196
163623,3,503
207547,13,506
159365,8,647
201207,8,382
206207,10,460
184100,2,652
198513,12,734
208961,8,724
178081,2,797
216147,3,673
168080,12,314
209437,11,359
153410,4,985
159116,11,117
212223,11,673
178929,13,318
200327,12,197
163864,11,642
183941,1,660
177920,10,422
224443,11,203
185303,4,624
168950,3,623
199981,1,974
159091,9,677
194327,13,939
175358,2,595
178133,9,865
186206,2,236
176499,2,239
203471,10,549
227451,6,873
183290,1,694
165693,3,614
182734,11,661
206416,13,577
174864,4,755
191364,4,651
221150,1,408
191559,13,768
194381,7,737
155568,13,772
167603,13,549
176590,4,657
211182,9,556
193324,11,183
221438,8,323
188253,10,960
195063,11,984
195236,8,310
184465,9,951
219870,10,800
179473,1,452
212839,1,257
150858,13,384
150804,8,958
217836,11,463
174327,5,727
158995,4,212
227245,8,897
153026,2,497
225248,1,975
185077,10,266
201336,6,537
228439,13,697
215861,12,420
157629,11,517
225199,12,637
187678,1,720
150381,8,336
195901,7,708
228118,7,914
211117,3,562
174007,12,484
177540,3,228
166399,1,208
212037,12,516
208862,6,542
211011,4,842
169095,8,755
152464,11,739
225136,5,116
221549,8,986
209887,9,768
194853,2,999
210601,13,945
208223,8,155
195527,9,682
221516,7,933
219419,7,642
181056,5,194
195419,8,630
165986,10,491
221124,6,573
221891,2,688
179926,12,612
191584,13,651
187316,2,433
175460,10,931
213404,10,140
223293,11,165
167908,2,299
167413,1,418
150893,10,999
172747,2,730
218381,12,997
164346,13,846
191322,4,154
155666,9,891
229968,12,909
170893,3,918
191178,4,703
188186,5,929
207841,1,284
198278,13,242
167485,9,257
210083,6,400
215706,11,242
204621,11,353
220926,3,955
210074,9,244
164189,5,717
190904,3,870
167074,3,338
161765,7,266
195122,1,782
170648,2,238
206510,8,519
165988,2,775
188192,9,311
172466,4,880
224443,6,926
210142,2,737
203915,11,620
160206,3,977
175938,7,450
181545,6,751
187914,9,992
190746,2,256
167572,5,130
200515,12,522
215043,8,168
198061,3,343
164861,3,931
156373,1,302
197959,6,116
206459,9,816
164300,6,980
160992,6,945
218688,7,213
178764,3,549
225505,12,806
189812,7,942
175123,11,511
157138,1,818
157556,9,174
226906,10,476
198957,4,329
191881,9,233
220946,1,925
198925,9,759
180533,10,894
176701,10,820
217468,10,306
173616,7,806
152021,4,754
202929,6,754
228525,9,445
174863,1,851
196896,10,630
226740,1,191
181932,11,586
151768,9,503
207274,13,231
197389,8,385
153284,8,113
200173,9,453
171077,5,505
164303,7,339
153645,11,878
208016,6,792
197344,11,984
150965,13,719
216279,6,878
197746,3,430
180296,8,536
180312,2,972
182997,2,904
174792,1,189
192179,10,758
203083,12,380
166652,3,538
224881,10,403
179851,3,745
211081,7,742
179877,13,108
200247,5,628
203225,3,698
213340,5,893
201883,8,527
152935,1,470
159524,1,807
184764,8,903
184350,12,276
178282,3,993
221755,4,476
186095,5,188
169286,13,389
193521,6,237
203751,8,338
208854,10,465
209837,5,764
154088,6,728
204725,2,449
225654,2,937
197515,11,389
182773,8,204
160091,5,119
212417,9,121
157833,13,806
194025,2,120
191598,2,877
196693,12,776
201423,2,158
200359,4,959
153725,7,799
177415,3,797
179830,5,107
185157,5,861
175167,11,645
191936,10,298
150736,1,997
175769,1,824
163724,13,545
189989,9,454
165794,12,549
151366,11,161
159943,11,760
225124,10,381
152899,4,751
161603,6,158
163530,9,895
179718,3,563
173932,6,323
222120,3,252
227191,13,790
223914,3,389
211436,13,204
197553,2,328
218294,1,380
202627,9,978
178194,3,936
219923,2,711
217502,8,474
150334,2,616
229120,10,747
221852,1,774
159061,3,852
172742,1,380
165627,11,564
191619,12,357
227875,2,190
216387,6,420
162073,2,248
217507,5,339
220031,2,359
229236,7,264
151183,10,981
167165,4,383
186488,1,134
172437,2,103
172603,13,953
224357,7,462
214789,9,619
180828,6,522
156030,3,687
174502,7,961
160247,11,828
197017,3,703
219225,12,772
192636,12,334
183732,12,364
180976,10,999
177583,12,592
169946,1,545
184687,12,898
150402,12,532
190845,4,204
207555,1,363
154797,4,436
173932,10,226
194243,11,148
221490,13,375
166476,1,482
193014,9,425
216533,4,327
187010,7,687
182228,8,193
204098,3,958
164293,1,671
208625,2,179
154867,13,693
157228,3,209
206122,4,943
173414,11,476
211286,9,653
221886,11,944
190112,7,556
213286,5,699
211031,4,104
159741,8,706
176778,8,408
198811,7,974
151085,6,544
182972,4,542
208286,6,519
224046,4,231
211665,2,740
225240,12,344
186291,7,823
165655,6,251
194585,5,960
182806,1,373
163210,12,219
188752,2,618
181426,8,297
175260,3,229
186625,10,637
207308,3,384
169813,3,594
201625,7,144
157404,11,527
218755,10,787
220063,10,789
173735,12,330
169447,2,240
173710,5,639
213520,4,206
217313,11,249
160519,1,281
192394,13,754
218067,5,954
228466,9,498
176134,3,728
210384,13,968
205216,7,692
215676,10,593
160189,10,568
204499,2,532
184984,11,988
225753,8,234
153983,11,876
157754,1,534
226530,10,672
173864,9,684
227147,11,935
156290,6,910
202734,1,623
206246,11,774
191557,6,530
197394,7,406
186231,3,759
193447,7,470
189072,3,179
191375,5,551
196770,4,667
152066,4,480
223322,3,248
151876,4,481
170871,11,137
196753,8,645
219052,11,747
216044,5,877
176898,1,474
157033,7,442
217487,13,797
204794,8,897
182271,10,152
161924,7,816
176455,5,300
218919,12,484
151129,2,531
178552,13,654
204739,1,873
151938,9,175
153788,1,759
185713,9,304
192256,1,392
191084,10,622
195790,1,172
187212,4,771
154885,3,428
161969,4,779
220178,3,794
193010,2,207
185739,13,259
170505,10,941
183569,6,516
225807,11,420
172155,6,313
200720,13,869
150643,9,568
201541,10,163
177483,1,142
177020,6,124
184512,1,717
205072,7,253
192833,4,716
168023,10,561
189022,4,947
179664,12,623
213439,11,865
190261,5,972
207634,1,454
164755,13,375
188884,7,602
226195,3,428
195334,3,718
218105,9,471
228151,9,311
219312,10,342
200644,5,890
202247,9,456
169168,9,947
180662,7,426
222890,9,369
203964,7,373
207789,10,702
221617,10,835
170097,2,338
199943,12,279
185480,8,147
187944,12,506
186482,13,459
175275,10,396
177155,8,802
177148,4,134
213956,5,423
216400,12,376
157513,1,485
185091,8,939
175441,9,490
190755,9,446
186312,2,241
152373,9,649
219859,1,187
171839,3,337
176521,6,615
186751,9,895
185331,10,989
199353,2,701
157094,8,602
163255,9,262
184204,5,967
199874,8,560
215809,2,453
150556,10,960
221034,11,792
175218,9,262
181207,2,201
205545,9,238
177185,1,963
209405,3,549
193733,9,135
164021,13,996
165601,6,351
211278,5,855
202580,12,997
174239,5,988
162276,9,823
205054,2,643
154141,11,248
189081,8,478
166550,8,850
185043,5,273
201257,10,496
194684,11,827
173704,9,408
169042,9,340
184831,7,191
217582,13,250
206064,12,238
195427,2,201
198881,8,939
169224,9,134
218078,1,933
184403,6,495
173674,2,165
205581,13,848
174099,8,607
188981,6,893
207744,13,426
221136,6,179
213770,10,565
207769,7,364
157201,3,638
163714,2,165
173236,9,630
214236,9,165
212417,2,978
220124,9,982
157101,4,453
156578,2,237
178978,3,277
175922,5,187
222102,8,277
195077,13,195
228251,12,882
179790,3,836
228501,7,299
198991,12,136
194975,7,246
151369,13,415
221903,8,535
162830,7,183
216517,9,461
212860,7,515
173612,9,131
166599,9,971
193246,7,683
158304,12,638
222319,5,607
158708,4,362
227512,7,516
165700,10,983
213470,5,891
196006,2,537
188146,5,608
221484,4,827
182877,8,662
175932,10,344
206856,12,310
161776,12,964
166489,5,367
175990,7,207
223168,3,572
196058,8,699
197570,5,338
152921,5,505
226125,2,269
172748,13,393
158308,6,900
228969,5,173
189604,3,742
201037,5,805
197376,3,768
201817,6,791
192957,4,918
207281,11,971
193130,9,687
227970,4,991
180272,5,652
224879,8,291
162518,9,492
181454,4,432
177053,1,896
225543,2,932
225623,7,698
212795,9,734
180720,11,895
161241,11,136
227438,13,826
227120,3,634
176126,2,843
208823,3,797
156096,9,572
224618,2,906
152498,6,721
155924,13,953
179238,12,940
213169,13,136
183602,11,182
188510,5,408
210892,8,423
220164,3,478
189516,2,750
158948,13,102
200195,11,476
181471,11,979
182441,11,145
192928,6,948
197800,1,661
178506,2,539
192031,10,708
201447,4,577
186469,7,204
199723,5,898
197574,10,435
207156,6,633
223360,11,677
159729,13,631
216244,13,301
202260,12,403
155269,11,249
204435,8,553
211688,13,670
183625,10,941
183078,9,693
207856,5,364
214274,7,692
168618,5,609
210502,13,815
217803,2,922
220372,12,823
161754,13,348
229015,12,247
174623,13,141
211189,13,807
192161,9,716
193029,10,134
168602,10,397
184341,12,811
214203,12,689
198862,4,821
185846,8,276
226258,2,501
206541,8,649
222347,2,699
197460,7,504
228337,3,248
213830,1,482
162489,13,923
172809,11,137
159085,13,877
193063,3,456
224863,4,700
223495,11,343
181009,3,789
220153,5,920
191946,13,205
165637,10,460
210895,11,948
218306,2,611
225571,2,837
203925,7,518
212739,2,522
219638,2,149
225046,1,885
216253,6,224
167576,2,621
224600,12,341
224365,13,561
159916,10,835
200945,6,715
190475,7,537
198893,13,723
208736,9,713
204092,9,784
166935,1,122
164309,9,553
208363,7,195
223919,1,136
173381,3,273
210720,2,355
225220,3,885
229056,6,143
177083,9,984
222961,3,347
208067,13,722
150020,2,912
191894,11,666
155067,11,353
196992,7,710
215071,9,732
211971,7,964
203488,2,400
182606,10,266
212690,9,132
209569,7,614
204737,13,365
156227,12,568
219154,5,840
224077,9,280
194600,9,560
164750,2,360
183266,6,595
221762,12,895
161895,1,923
178616,3,840
207961,9,581
213585,4,233
171457,9,160
210669,9,820
186001,1,635
180198,9,235
150166,6,749
218576,10,648
200270,7,210
154632,12,773
167117,4,310
166064,13,690
160042,4,190
177977,9,101
219953,4,704
201464,7,873
227418,12,760
220418,6,515
152526,11,590
214015,13,987
166876,1,614
198009,2,480
212074,7,873
167926,7,625
210731,10,328
204336,8,274
168161,11,932
152774,13,782
188904,8,323
156391,13,691
164499,4,936
167222,8,344
158998,4,930
175771,4,691
228484,10,866
218662,3,894
161518,8,331
195766,3,259
200237,3,309
201847,6,820
185234,5,380
194314,7,308
156505,4,240
207886,2,821
189275,4,523
177389,12,114
177693,1,618
164447,7,299
164530,1,707
227181,9,129
167636,3,804
150713,4,278
207104,9,969
166169,1,849
207827,5,995
220503,4,738
154311,5,503
181777,10,375
194294,8,394
201843,12,358
217715,10,914
222711,1,559
172326,7,198
183833,1,602
185965,2,265
195803,11,122
215761,8,895
190064,9,101
182153,11,197
196061,9,660
199779,13,902
206325,6,661
150169,12,850
204783,11,675
194969,6,214
211634,6,168
187141,13,999
207489,3,149
213472,10,556
222331,10,521
206144,3,181
172550,13,875
206566,4,545
169932,11,895
158510,4,148
214176,7,838
181821,2,234
185186,12,813
196315,5,626
158965,10,613
212170,12,116
208813,1,602
162765,6,757
172924,3,644
212447,9,466
192715,12,601
155640,6,376
166656,1,769
228262,8,736
169713,4,991
220335,5,413
186366,2,613
201849,11,231
166479,11,600
221438,7,464
158913,3,867
183888,6,208
201457,2,823
155859,7,586
184723,1,884
180015,8,180
192118,8,586
172904,1,309
170968,1,959
162033,7,958
167070,1,892
203778,12,962
197523,13,982
203323,11,601
192807,10,985
224485,4,309
199014,9,136
220237,6,923
203290,12,853
152944,4,722
226488,8,234
227792,7,202
186684,13,102
184511,5,549
213520,10,167
180899,3,697
155582,7,526
160504,11,985
168114,13,300
226265,2,480
180082,13,247
159186,11,273
157338,1,825
195199,1,514
196899,5,128
213361,12,837
165520,11,977
172024,9,582
156730,9,800
196463,11,411
203147,1,302
157780,10,958
228283,3,800
204156,10,834
163596,1,816
200991,9,611
180612,4,488
223860,13,336
165336,12,830
227923,3,835
162876,1,219
154112,1,511
185707,11,352
206184,2,926
202048,11,339
156943,10,343
213517,5,254
198436,6,985
188847,2,466
188552,11,134
210060,13,690
225862,6,419
222448,2,343
210113,9,589
189550,3,164
225663,9,828
169646,4,324
223708,10,691
225985,5,640
178139,12,474
178549,8,575
226885,4,858
217655,4,441
216478,13,129
160213,9,743
173682,10,996
226158,7,689
186172,3,949
196975,12,235
188579,1,603
226133,10,699
215731,1,352
185246,8,591
186132,8,135
181981,8,150
209339,1,930
204973,11,372
164971,9,740
201731,7,320
169169,5,676
204920,11,310
151806,1,702
167015,7,679
178447,11,891
183864,1,364
196692,13,257
150235,10,719
187457,9,682
157091,1,828
210123,1,150
157159,12,934
202466,8,378
177337,11,616
179997,9,942
169805,5,181
218744,6,923
211348,5,738
168983,13,976
152869,5,569
195962,9,855
174337,9,820
151941,11,915
175161,8,944
179813,1,132
179095,10,869
153603,12,734
197188,10,339
224925,10,273
196825,10,436
225996,9,557
217903,2,858
214914,3,296
185518,3,385
