IDALOJAMIENTO,SERVPUBLICO,ADMINISTRACION,IDENTIFICACIONOPERADORUSUARIO
70556,N,N,37009
70557,Y,N,5004
70558,N,Y,4510
70559,N,Y,21600
70560,N,N,28628
70561,N,Y,12604
70562,Y,N,30576
70563,Y,Y,8413
70564,N,Y,28904
70565,Y,N,38942
70566,Y,Y,16911
70567,Y,Y,42478
70568,N,Y,19346
70569,Y,Y,2279
70570,Y,N,36531
70571,Y,Y,48109
70572,N,Y,4970
70573,N,Y,23207
70574,Y,N,17469
70575,N,N,22812
70576,N,N,4116
70577,N,N,49926
70578,N,Y,3755
70579,Y,Y,37514
70580,Y,Y,18594
70581,N,Y,44808
70582,Y,N,41410
70583,N,Y,32142
70584,Y,Y,46447
70585,N,N,11503
70586,Y,N,43660
70587,Y,Y,18719
70588,Y,Y,47421
70589,N,Y,10964
70590,Y,Y,12474
70591,Y,N,37219
70592,N,Y,7432
70593,Y,N,27488
70594,N,Y,32281
70595,Y,N,48907
70596,N,N,47385
70597,Y,Y,24572
70598,Y,N,786
70599,Y,Y,42080
70600,N,N,2286
70601,Y,N,31396
70602,N,N,30302
70603,N,N,44732
70604,Y,N,12621
70605,N,N,13847
70606,Y,N,26850
70607,N,Y,42905
70608,Y,Y,5198
70609,Y,Y,7581
70610,Y,N,43305
70611,Y,N,15676
70612,Y,Y,1110
70613,N,N,34372
70614,N,N,32633
70615,N,Y,32185
70616,N,N,22697
70617,N,Y,8019
70618,Y,N,9372
70619,N,N,29777
70620,Y,N,5724
70621,Y,Y,1276
70622,Y,Y,25895
70623,Y,Y,180
70624,Y,N,21921
70625,N,N,5341
70626,Y,Y,49276
70627,Y,Y,27199
70628,N,Y,44713
70629,N,Y,7884
70630,Y,Y,35113
70631,Y,N,23845
70632,N,Y,24629
70633,Y,N,22768
70634,Y,N,41755
70635,N,N,29569
70636,N,Y,32184
70637,N,Y,23624
70638,N,Y,40326
70639,N,N,17628
70640,N,Y,6792
70641,N,Y,23270
70642,N,Y,33474
70643,N,N,26655
70644,Y,N,17772
70645,N,Y,3844
70646,Y,N,7787
70647,Y,N,19131
70648,N,Y,43730
70649,N,Y,16398
70650,N,N,2527
70651,Y,Y,12590
70652,Y,N,31968
70653,Y,N,43540
70654,Y,N,17028
70655,Y,Y,41075
70656,N,N,22402
70657,Y,Y,49727
70658,N,N,47508
70659,Y,N,921
70660,Y,N,49601
70661,Y,Y,34444
70662,Y,N,25128
70663,Y,Y,24701
70664,Y,N,490
70665,Y,Y,18817
70666,N,N,26295
70667,Y,N,7933
70668,Y,Y,17796
70669,Y,Y,29410
70670,N,N,31801
70671,Y,Y,30201
70672,N,N,47428
70673,N,Y,16042
70674,Y,N,39700
70675,Y,N,40360
70676,N,N,14186
70677,N,N,48155
70678,N,N,37897
70679,N,N,29617
70680,Y,Y,16720
70681,Y,N,37894
70682,N,Y,19658
70683,Y,N,33362
70684,N,N,24927
70685,Y,Y,49470
70686,Y,Y,17542
70687,Y,Y,39630
70688,Y,Y,28870
70689,Y,N,42091
70690,N,N,3004
70691,N,Y,31567
70692,Y,N,29127
70693,N,Y,29957
70694,N,Y,43410
70695,N,Y,24634
70696,N,Y,44912
70697,N,Y,19427
70698,Y,N,43933
70699,Y,N,16646
70700,Y,N,26138
70701,N,N,22906
70702,Y,N,38718
70703,N,Y,17837
70704,Y,Y,27012
70705,N,Y,37939
70706,N,N,33130
70707,Y,N,39807
70708,N,Y,832
70709,Y,N,11107
70710,N,Y,6423
70711,Y,N,4262
70712,Y,N,7980
70713,N,N,15647
70714,N,Y,44905
70715,Y,N,22225
70716,N,Y,16060
70717,Y,Y,26774
70718,Y,N,11631
70719,Y,N,1003
70720,Y,Y,43057
70721,N,Y,47014
70722,N,N,29385
70723,N,Y,34416
70724,N,N,46518
70725,N,Y,23921
70726,Y,Y,847
70727,Y,Y,39360
70728,Y,N,46910
70729,Y,Y,3191
70730,Y,N,26432
70731,N,N,12669
70732,N,N,13054
70733,N,N,36186
70734,Y,Y,32609
70735,N,N,13794
70736,Y,Y,37533
70737,N,Y,7597
70738,Y,N,32283
70739,N,Y,26483
70740,N,Y,49866
70741,N,N,16949
70742,Y,Y,27660
70743,Y,N,25864
70744,Y,Y,7623
70745,Y,N,39651
70746,Y,N,5869
70747,Y,Y,29269
70748,Y,Y,15921
70749,Y,N,49004
70750,Y,Y,12093
70751,Y,Y,46010
70752,Y,Y,41250
70753,N,Y,49007
70754,N,Y,44070
70755,N,N,49614
70756,N,Y,3479
70757,Y,Y,6176
70758,N,N,16391
70759,N,Y,35103
70760,N,Y,5069
70761,Y,Y,1363
70762,N,N,33242
70763,Y,Y,10803
70764,Y,Y,27065
70765,Y,N,37190
70766,Y,N,24253
70767,N,N,1423
70768,N,N,29508
70769,N,N,9387
70770,Y,N,1140
70771,Y,N,33083
70772,N,N,6907
70773,N,N,15248
70774,Y,N,42652
70775,Y,N,47190
70776,N,N,12394
70777,Y,N,202
70778,Y,Y,12944
70779,Y,N,49080
70780,Y,Y,3330
70781,N,N,42304
70782,N,Y,9296
70783,N,N,21089
70784,Y,N,32862
70785,N,N,29824
70786,N,Y,22081
70787,Y,N,8208
70788,N,Y,17102
70789,Y,Y,11903
70790,Y,N,38052
70791,N,N,13386
70792,Y,Y,7832
70793,N,N,40354
70794,N,N,24211
70795,N,Y,14660
70796,N,Y,4407
70797,Y,N,6986
70798,N,N,46369
70799,Y,Y,11873
70800,N,N,47912
70801,N,N,37864
70802,N,N,30751
70803,N,N,1780
70804,N,Y,32989
70805,Y,N,27138
70806,N,N,28422
70807,Y,Y,23919
70808,Y,N,14690
70809,Y,Y,35990
70810,Y,Y,8639
70811,N,N,42109
70812,Y,Y,32247
70813,N,N,870
70814,N,N,25650
70815,N,N,9868
70816,N,Y,16817
70817,N,Y,27133
70818,Y,Y,48356
70819,N,N,789
70820,Y,Y,23894
70821,N,Y,32790
70822,Y,N,19086
70823,N,Y,4000
70824,N,N,37428
70825,Y,N,44071
70826,Y,N,45727
70827,N,Y,5021
70828,Y,N,36522
70829,N,N,41401
70830,N,N,9502
70831,Y,Y,511
70832,N,Y,32412
70833,Y,N,22235
70834,N,N,48072
70835,Y,Y,5511
70836,N,Y,17915
70837,N,N,12279
70838,Y,N,7389
70839,Y,Y,45601
70840,Y,Y,14875
70841,N,Y,4673
70842,N,N,23607
70843,N,Y,42031
70844,Y,N,35593
70845,N,N,922
70846,Y,Y,9395
70847,Y,Y,474
70848,Y,N,20206
70849,Y,N,29816
70850,Y,Y,46159
70851,Y,N,15862
70852,N,N,30188
70853,Y,Y,6442
70854,Y,Y,28081
70855,N,Y,39980
70856,N,N,12334
70857,N,Y,37240
70858,Y,N,1533
70859,N,Y,33231
70860,Y,N,6439
70861,N,N,15620
70862,Y,Y,1201
70863,Y,Y,19611
70864,N,N,45625
70865,Y,Y,7429
70866,Y,N,43021
70867,Y,Y,8299
70868,Y,Y,30440
70869,N,N,42079
70870,N,Y,13204
70871,N,N,26215
70872,Y,Y,44465
70873,N,Y,19275
70874,N,Y,30400
70875,N,N,36130
70876,N,Y,23347
70877,Y,Y,6043
70878,N,Y,38501
70879,Y,N,17654
70880,N,Y,2963
70881,N,N,9875
70882,N,Y,17321
70883,Y,Y,16652
70884,Y,Y,36818
70885,Y,Y,25142
70886,N,N,5631
70887,Y,N,41677
70888,N,Y,35845
70889,Y,N,17405
70890,N,N,604
70891,Y,Y,21828
70892,Y,N,11019
70893,N,N,25403
70894,N,Y,48113
70895,N,N,16465
70896,Y,N,3464
70897,Y,Y,10807
70898,N,N,46429
70899,N,Y,33358
70900,N,N,35642
70901,Y,Y,41229
70902,Y,N,23792
70903,Y,N,7195
70904,Y,Y,30560
70905,N,Y,29696
70906,N,Y,38181
70907,N,Y,32974
70908,Y,Y,45368
70909,Y,N,5510
70910,N,Y,23113
70911,N,Y,33764
70912,Y,Y,31653
70913,N,N,47796
70914,N,Y,32984
70915,Y,Y,24637
70916,Y,N,38213
70917,N,Y,21610
70918,Y,Y,32653
70919,N,N,19115
70920,N,Y,13220
70921,Y,Y,9419
70922,Y,Y,43279
70923,N,Y,28399
70924,Y,N,27621
70925,N,Y,16344
70926,N,N,49139
70927,Y,Y,20489
70928,Y,N,1111
70929,Y,Y,27913
70930,N,Y,30643
70931,Y,Y,34366
70932,Y,Y,46723
70933,Y,N,19723
70934,N,Y,27331
70935,N,Y,48684
70936,Y,N,47472
70937,Y,N,48516
70938,Y,N,49066
70939,Y,N,4110
70940,Y,N,40735
70941,N,Y,23918
70942,N,N,49110
70943,N,N,40940
70944,N,N,30117
70945,N,N,23651
70946,Y,Y,17117
70947,N,Y,34263
70948,N,N,9917
70949,N,Y,48670
70950,N,N,14177
70951,Y,N,11299
70952,N,Y,22427
70953,N,N,30019
70954,Y,Y,17623
70955,N,N,27206
70956,N,Y,37496
70957,Y,N,11936
70958,Y,Y,2416
70959,Y,N,42428
70960,Y,N,33082
70961,N,N,23915
70962,Y,N,7042
70963,N,Y,8023
70964,N,N,46402
70965,N,Y,19679
70966,Y,N,34004
70967,Y,Y,20740
70968,N,Y,10387
70969,Y,N,40077
70970,N,N,19699
70971,Y,Y,40079
70972,Y,Y,41632
70973,Y,Y,27776
70974,N,Y,7088
70975,Y,Y,3747
70976,Y,Y,18578
70977,Y,Y,40504
70978,N,Y,19145
70979,N,N,14160
70980,N,Y,45389
70981,Y,Y,3159
70982,Y,Y,1989
70983,N,N,34328
70984,Y,Y,38481
70985,Y,N,44740
70986,N,Y,33001
70987,Y,N,9145
70988,Y,N,18846
70989,N,Y,43
70990,Y,N,10066
70991,N,N,30922
70992,N,Y,34516
70993,Y,N,28179
70994,N,Y,42244
70995,Y,Y,19262
70996,Y,Y,13389
70997,N,N,16340
70998,Y,N,35865
70999,N,Y,28319
71000,Y,N,3942
71001,N,Y,1362
71002,Y,N,38022
71003,N,N,28123
71004,N,Y,41085
71005,N,Y,34694
71006,Y,Y,35632
71007,Y,Y,5704
71008,N,N,22313
71009,Y,N,47742
71010,Y,Y,37102
71011,Y,N,35077
71012,N,N,46731
71013,N,Y,31566
71014,N,Y,9545
71015,Y,N,17222
71016,N,N,32605
71017,Y,N,24668
71018,Y,Y,13465
71019,Y,N,4731
71020,Y,Y,26438
71021,Y,N,6252
71022,N,N,47570
71023,N,Y,27718
71024,N,Y,5969
71025,Y,N,33491
71026,N,Y,18402
71027,Y,Y,4794
71028,Y,N,36158
71029,N,Y,28854
71030,N,N,33253
71031,Y,N,17690
71032,Y,Y,28328
71033,Y,Y,44620
71034,N,N,25709
71035,N,Y,48449
71036,N,N,17811
71037,N,Y,39496
71038,Y,Y,6087
71039,Y,N,23167
71040,Y,N,13770
71041,N,N,37210
71042,N,N,7687
71043,Y,N,47195
71044,N,N,28204
71045,N,Y,3403
71046,N,Y,29129
71047,N,Y,45379
71048,N,N,28537
71049,Y,Y,14387
71050,N,N,37006
71051,N,N,9915
71052,Y,N,31911
71053,N,N,36918
71054,Y,N,40545
71055,Y,Y,10820
71056,Y,N,10950
71057,N,N,32841
71058,Y,N,12373
71059,N,N,15083
71060,N,N,3501
71061,N,Y,27795
71062,N,Y,36043
71063,Y,Y,14749
71064,N,Y,13962
71065,N,Y,28621
71066,N,Y,15552
71067,Y,Y,47527
71068,N,Y,45556
71069,Y,N,8979
71070,Y,N,35432
71071,Y,N,7557
71072,Y,Y,35174
71073,Y,Y,28493
71074,N,N,46442
71075,Y,N,14487
71076,N,Y,5504
71077,Y,Y,47017
71078,Y,Y,25261
71079,N,N,693
71080,Y,N,27621
71081,Y,N,31383
71082,Y,N,43312
71083,N,Y,43129
71084,N,N,40629
71085,Y,N,6634
71086,Y,N,10794
71087,Y,Y,8505
71088,Y,Y,35280
71089,Y,Y,14796
71090,N,Y,2300
71091,N,N,16101
71092,Y,Y,13202
71093,N,N,33187
71094,N,N,13417
71095,N,N,37654
71096,N,N,33932
71097,N,N,16711
71098,Y,N,21097
71099,N,Y,49811
71100,N,Y,38287
71101,Y,Y,47774
71102,Y,Y,42270
71103,Y,N,39770
71104,N,Y,44314
71105,Y,Y,31629
71106,N,Y,35794
71107,Y,Y,16102
71108,N,Y,12008
71109,Y,N,29163
71110,Y,N,45191
71111,Y,Y,1734
71112,N,N,4709
71113,N,N,3281
71114,Y,Y,13091
71115,N,N,8582
71116,N,Y,38461
71117,Y,Y,39671
71118,N,N,26677
71119,Y,Y,10528
71120,Y,Y,32699
71121,Y,N,43353
71122,Y,Y,15411
71123,N,Y,27802
71124,Y,N,12140
71125,Y,N,30334
71126,Y,N,21024
71127,N,Y,33511
71128,Y,N,14233
71129,Y,N,39400
71130,Y,Y,25458
71131,Y,Y,40236
71132,N,N,20994
71133,Y,Y,29846
71134,Y,Y,1713
71135,N,Y,38863
71136,Y,N,37644
71137,Y,N,35984
71138,N,Y,46582
71139,Y,N,7528
71140,N,N,36359
71141,Y,N,44652
71142,N,Y,49267
71143,Y,N,11216
71144,Y,N,32139
71145,N,N,15819
71146,N,Y,21305
71147,Y,Y,46999
71148,N,N,1082
71149,N,Y,35208
71150,Y,Y,23360
71151,N,Y,1350
71152,N,N,20441
71153,Y,N,39859
71154,Y,Y,42409
71155,Y,N,41690
71156,Y,Y,33306
71157,N,N,24536
71158,N,Y,30885
71159,N,Y,21570
71160,Y,N,39318
71161,N,N,13867
71162,Y,N,5003
71163,N,N,35478
71164,Y,Y,32172
71165,N,N,28600
71166,N,N,25178
71167,Y,Y,37979
71168,N,Y,25231
71169,Y,N,36413
71170,N,Y,11352
71171,Y,Y,35434
71172,N,N,28563
71173,Y,Y,39970
71174,Y,Y,14081
71175,N,Y,45525
71176,Y,Y,37841
71177,Y,Y,40485
71178,N,N,26977
71179,Y,Y,12692
71180,N,Y,3810
71181,Y,N,18998
71182,N,Y,200
71183,Y,Y,36008
71184,Y,Y,47095
71185,Y,Y,45180
71186,N,Y,17899
71187,N,Y,21053
71188,Y,Y,32000
71189,N,N,1634
71190,N,N,17523
71191,Y,N,32599
71192,N,N,6378
71193,Y,N,35159
71194,Y,N,45689
71195,Y,Y,6816
71196,N,Y,1301
71197,N,N,22056
71198,Y,Y,49321
71199,Y,Y,24025
71200,Y,N,41048
71201,Y,N,7235
71202,N,N,11074
71203,Y,N,14780
71204,Y,N,44607
71205,Y,Y,6345
71206,Y,N,27846
71207,Y,Y,43007
71208,N,Y,43289
71209,Y,Y,45919
71210,Y,Y,31321
71211,N,Y,12426
71212,N,N,39295
71213,N,Y,5835
71214,Y,N,39314
71215,N,Y,37155
71216,N,Y,13035
71217,Y,Y,21858
71218,N,N,42488
71219,N,Y,48332
71220,Y,N,49694
71221,Y,N,48164
71222,Y,Y,23561
71223,Y,Y,27833
71224,N,Y,6001
71225,Y,N,8063
71226,N,Y,45852
71227,N,N,22534
71228,Y,Y,17956
71229,N,N,11923
71230,Y,N,30719
71231,N,Y,23739
71232,N,Y,17134
71233,N,Y,23201
71234,N,N,3048
71235,N,Y,305
71236,N,N,25483
71237,Y,N,26238
71238,Y,Y,3480
71239,N,N,40598
71240,N,N,46178
71241,Y,Y,672
71242,Y,N,19675
71243,Y,N,42584
71244,Y,Y,2016
71245,N,N,8581
71246,N,N,3624
71247,N,N,4237
71248,Y,N,27085
71249,N,Y,10528
71250,Y,Y,46069
71251,N,N,29524
71252,N,N,5813
71253,N,N,15674
71254,N,N,11302
71255,N,N,42729
71256,N,N,49049
71257,Y,Y,40054
71258,Y,Y,23180
71259,N,Y,8709
71260,N,N,42596
71261,N,N,5553
71262,Y,Y,29851
71263,Y,N,24084
71264,N,Y,43525
71265,Y,N,28755
71266,N,Y,40827
71267,N,N,6641
71268,N,Y,19793
71269,Y,N,31141
71270,N,N,36872
71271,N,N,18296
71272,Y,Y,37570
71273,N,N,20571
71274,N,Y,41385
71275,N,Y,8557
71276,N,Y,16124
71277,N,Y,12230
71278,N,Y,2236
71279,N,N,42951
71280,N,Y,27846
71281,N,N,42120
71282,N,Y,43602
71283,Y,Y,49276
71284,N,N,30886
71285,Y,Y,32779
71286,Y,N,40503
71287,Y,Y,27602
71288,N,N,12887
71289,Y,Y,6883
71290,Y,N,45036
71291,N,N,4090
71292,Y,N,40601
71293,N,N,35681
71294,N,N,26647
71295,Y,Y,7429
71296,N,N,33274
71297,Y,Y,49804
71298,N,Y,47869
71299,Y,N,11986
71300,N,N,9185
71301,Y,Y,17794
71302,Y,N,1083
71303,Y,N,48258
71304,Y,N,41946
71305,Y,Y,22945
71306,Y,N,17135
71307,Y,Y,2699
71308,N,Y,45184
71309,Y,N,23147
71310,N,Y,9701
71311,Y,N,12750
71312,N,N,36387
71313,Y,N,14802
71314,Y,Y,9090
71315,N,N,506
71316,Y,N,39941
71317,Y,N,44401
71318,Y,Y,44013
71319,Y,N,8219
71320,N,N,10315
71321,Y,N,28716
71322,Y,N,20457
71323,N,Y,6984
71324,N,N,23375
71325,Y,N,28401
71326,Y,Y,24809
71327,Y,N,11303
71328,N,Y,29404
71329,Y,Y,42476
71330,N,Y,46871
71331,Y,N,3086
71332,Y,Y,49186
71333,N,Y,27098
71334,Y,N,2430
71335,Y,Y,12374
71336,Y,N,21952
71337,Y,N,48233
71338,Y,N,6106
71339,N,Y,11288
71340,N,N,36558
71341,Y,Y,36788
71342,Y,Y,8405
71343,N,N,7683
71344,Y,N,26660
71345,Y,Y,34401
71346,Y,N,5288
71347,N,N,45292
71348,Y,Y,32567
71349,N,Y,39499
71350,Y,Y,17931
71351,Y,N,13314
71352,N,Y,27935
71353,N,N,43284
71354,N,N,10580
71355,N,Y,14396
71356,N,N,8251
71357,N,N,1359
71358,Y,Y,16750
71359,N,N,21073
71360,Y,Y,28266
71361,Y,N,3657
71362,Y,Y,31112
71363,N,Y,36668
71364,Y,Y,35043
71365,N,N,28525
71366,N,Y,40260
71367,N,Y,34756
71368,N,Y,28020
71369,N,Y,33826
71370,N,N,7811
71371,Y,N,25513
71372,N,N,12518
71373,N,Y,18654
71374,Y,N,26000
71375,N,N,24262
71376,Y,N,29873
71377,Y,Y,18577
71378,Y,Y,33787
71379,N,Y,1536
71380,Y,N,38699
71381,Y,N,12204
71382,Y,Y,19814
71383,Y,N,41798
71384,Y,N,46319
71385,N,N,13813
71386,Y,Y,39402
71387,N,Y,40252
71388,N,N,24061
71389,Y,N,40596
71390,N,Y,29514
71391,Y,N,4700
71392,Y,N,23059
71393,Y,Y,30619
71394,N,N,28296
71395,Y,Y,958
71396,N,N,45490
71397,N,Y,16155
71398,N,N,27324
71399,Y,N,18107
71400,Y,N,43866
71401,N,N,769
71402,Y,N,32915
71403,Y,Y,8093
71404,Y,N,2370
71405,Y,Y,3115
71406,Y,N,14120
71407,Y,Y,13005
71408,Y,Y,49822
71409,N,Y,12730
71410,N,N,21664
71411,Y,N,12299
71412,N,Y,5425
71413,N,N,42993
71414,Y,Y,4106
71415,N,Y,26611
71416,Y,N,36932
71417,N,N,10241
71418,N,N,26323
71419,Y,Y,34641
71420,N,Y,37985
71421,N,Y,36315
71422,Y,N,17620
71423,N,Y,37733
71424,N,Y,26189
71425,N,N,299
71426,Y,N,498
71427,Y,Y,19274
71428,N,N,2351
71429,Y,Y,25662
71430,N,N,23048
71431,Y,N,40400
71432,Y,N,33881
71433,N,N,31231
71434,Y,Y,18795
71435,N,Y,13204
71436,Y,N,9912
71437,N,Y,6827
71438,Y,Y,38623
71439,N,N,48305
71440,N,N,46289
71441,Y,Y,35049
71442,Y,N,35630
71443,Y,Y,22298
71444,N,Y,10672
71445,N,N,49723
71446,Y,Y,39183
71447,N,N,20931
71448,Y,Y,40220
71449,Y,N,18275
71450,Y,Y,19342
71451,N,N,17286
71452,Y,N,26546
71453,Y,Y,35846
71454,Y,Y,13889
71455,Y,N,41663
71456,N,Y,35198
71457,Y,Y,42524
71458,N,N,35732
71459,N,N,21539
71460,Y,Y,2932
71461,N,N,35747
71462,N,Y,21599
71463,Y,N,17833
71464,N,N,25402
71465,N,N,48349
71466,N,Y,34659
71467,Y,N,39178
71468,Y,Y,33336
71469,N,Y,27018
71470,N,N,3835
71471,N,Y,11180
71472,N,N,2111
71473,N,N,4330
71474,N,Y,47769
71475,Y,N,8091
71476,Y,Y,49172
71477,N,N,39536
71478,Y,Y,19854
71479,N,N,41272
71480,N,N,9376
71481,N,Y,45238
71482,Y,N,45500
71483,Y,Y,30052
71484,N,N,37841
71485,Y,Y,37943
71486,Y,Y,1907
71487,N,N,39562
71488,Y,Y,5526
71489,N,Y,35854
71490,N,Y,32120
71491,Y,N,6314
71492,N,Y,2767
71493,Y,N,20497
71494,N,N,6365
71495,N,N,27346
71496,N,N,42145
71497,Y,N,34831
71498,Y,Y,10352
71499,N,N,48808
71500,Y,N,47758
71501,Y,N,20450
71502,Y,Y,48719
71503,Y,N,26717
71504,Y,Y,2414
71505,N,Y,14920
71506,Y,Y,41643
71507,N,Y,13650
71508,Y,N,24978
71509,Y,Y,19039
71510,Y,N,25130
71511,Y,N,24751
71512,N,N,14142
71513,N,N,5064
71514,N,N,22368
71515,Y,N,41000
71516,Y,Y,23760
71517,N,N,13203
71518,N,N,32557
71519,Y,N,21799
71520,Y,N,47397
71521,N,Y,9521
71522,Y,N,3559
71523,N,N,22663
71524,Y,N,14376
71525,Y,N,35970
71526,N,Y,13451
71527,Y,N,13303
71528,N,Y,8831
71529,Y,Y,41459
71530,N,Y,10694
71531,N,N,32580
71532,Y,Y,23365
71533,N,N,33809
71534,Y,N,13031
71535,Y,Y,35543
71536,Y,Y,32100
71537,Y,N,34848
71538,Y,Y,6751
71539,N,Y,28847
71540,N,N,26539
71541,N,Y,29941
71542,N,N,7941
71543,Y,Y,18722
71544,N,Y,45771
71545,Y,N,21000
71546,N,Y,20257
71547,Y,N,49262
71548,Y,Y,23495
71549,Y,Y,40985
71550,Y,Y,28084
71551,Y,N,30153
71552,N,Y,32540
71553,N,Y,41477
71554,N,Y,32272
71555,N,Y,7591
71556,N,Y,40389
71557,Y,N,6487
71558,N,N,33327
71559,Y,Y,35297
71560,Y,N,2404
71561,Y,N,40626
71562,N,Y,10380
71563,Y,Y,25917
71564,N,N,42847
71565,Y,N,40631
71566,N,N,25684
71567,N,Y,15216
71568,Y,N,34660
71569,Y,N,33456
71570,Y,Y,31283
71571,N,Y,38727
71572,Y,Y,34919
71573,Y,Y,22994
71574,Y,Y,40507
71575,N,N,42372
71576,N,N,391
71577,Y,N,49359
71578,Y,Y,43383
71579,N,N,40237
71580,N,N,35740
71581,Y,N,33924
71582,N,Y,13036
71583,N,Y,40417
71584,N,N,20421
71585,Y,Y,24989
71586,N,Y,44967
71587,Y,N,13037
71588,Y,N,48451
71589,Y,N,21426
71590,Y,Y,27735
71591,Y,N,5873
71592,Y,Y,7461
71593,N,N,42144
71594,N,Y,35894
71595,N,N,18434
71596,N,N,47528
71597,Y,N,29678
71598,Y,Y,23891
71599,N,Y,38213
71600,Y,Y,14746
71601,N,N,33374
71602,N,Y,2355
71603,N,Y,16310
71604,Y,Y,7835
71605,N,N,16384
71606,Y,N,25242
71607,Y,Y,7762
71608,Y,Y,72
71609,Y,N,30980
71610,Y,Y,28212
71611,N,Y,23717
71612,Y,N,11031
71613,N,N,26347
71614,Y,N,39227
71615,N,N,23002
71616,N,N,36948
71617,N,Y,31027
71618,N,Y,22983
71619,Y,Y,40693
71620,N,Y,47252
71621,Y,N,11106
71622,Y,N,45739
71623,Y,Y,21708
71624,N,N,44185
71625,Y,N,47911
71626,N,Y,46483
71627,Y,Y,49699
71628,N,Y,6873
71629,N,Y,12661
71630,Y,N,15298
71631,Y,N,3813
71632,N,N,42398
71633,Y,Y,35596
71634,N,N,4372
71635,N,N,38061
71636,Y,Y,19563
71637,N,N,43278
71638,Y,N,17649
71639,N,N,48941
71640,N,Y,7385
71641,Y,Y,34243
71642,N,Y,16622
71643,Y,N,34721
71644,N,Y,15166
71645,Y,N,1066
71646,N,Y,29003
71647,N,Y,13807
71648,N,Y,12804
71649,N,N,2613
71650,N,N,46038
71651,N,Y,41654
71652,Y,Y,25035
71653,Y,N,35392
71654,Y,Y,43964
71655,Y,Y,18635
71656,N,N,41263
71657,Y,N,35794
71658,Y,Y,30422
71659,Y,Y,29731
71660,N,N,5955
71661,N,Y,28806
71662,Y,N,22109
71663,Y,Y,891
71664,N,N,12485
71665,N,N,34053
71666,Y,N,18328
71667,N,Y,2690
71668,Y,N,41422
71669,Y,N,27786
71670,N,N,28823
71671,Y,Y,7609
71672,N,N,20871
71673,Y,Y,30141
71674,Y,N,48965
71675,N,Y,12557
71676,N,Y,13045
71677,Y,N,14797
71678,Y,Y,816
71679,Y,Y,20054
71680,Y,Y,10307
71681,N,N,4126
71682,N,N,47687
71683,N,Y,39167
71684,N,Y,28507
71685,Y,Y,21111
71686,N,Y,43576
71687,Y,Y,17549
71688,N,N,42836
71689,Y,N,41405
71690,Y,N,41699
71691,Y,Y,29739
71692,N,N,49016
71693,Y,Y,29543
71694,N,N,19361
71695,N,N,7328
71696,N,Y,38166
71697,N,N,26011
71698,Y,Y,20150
71699,Y,Y,11374
71700,N,N,24251
71701,Y,N,35741
71702,N,N,15529
71703,Y,N,22961
71704,N,Y,31382
71705,Y,N,43721
71706,Y,N,33357
71707,Y,N,34507
71708,N,N,49206
71709,Y,N,47255
71710,N,Y,49024
71711,Y,Y,45155
71712,N,N,30545
71713,N,N,43886
71714,Y,N,27027
71715,Y,N,11025
71716,Y,N,8971
71717,N,N,47269
71718,N,N,3777
71719,N,Y,36713
71720,N,Y,10504
71721,N,N,36246
71722,Y,N,13790
71723,Y,N,15654
71724,N,Y,33268
71725,N,N,11770
71726,N,N,43891
71727,Y,N,34969
71728,Y,N,41620
71729,N,Y,7820
71730,N,Y,40774
71731,N,N,19807
71732,N,N,45728
71733,N,N,3874
71734,N,N,4097
71735,Y,Y,44619
71736,N,N,13606
71737,N,Y,38085
71738,N,Y,26270
71739,Y,Y,47840
71740,N,N,19626
71741,Y,Y,12240
71742,Y,N,25731
71743,N,Y,7569
71744,Y,Y,10265
71745,N,N,44203
71746,N,N,25683
71747,N,Y,18820
71748,Y,Y,11340
71749,Y,N,35537
71750,N,N,2380
71751,N,Y,46329
71752,Y,Y,17742
71753,N,Y,3684
71754,N,N,31383
71755,N,Y,21993
71756,N,N,10400
71757,N,Y,18310
71758,N,Y,31736
71759,Y,N,22627
71760,N,Y,17270
71761,Y,N,45564
71762,N,Y,36780
71763,N,Y,39371
71764,N,N,41552
71765,Y,Y,28926
71766,N,N,16436
71767,Y,N,44037
71768,N,Y,36924
71769,N,Y,25686
71770,Y,Y,23005
71771,N,Y,10983
71772,Y,Y,48537
71773,N,Y,29801
71774,Y,Y,13988
71775,N,N,5159
71776,Y,N,30149
71777,Y,N,22725
71778,N,Y,44942
71779,N,N,48502
71780,N,N,3975
71781,Y,Y,7400
71782,N,Y,34150
71783,Y,Y,4637
71784,Y,N,26208
71785,N,N,9914
71786,Y,N,20143
71787,Y,N,514
71788,N,Y,15442
71789,N,Y,21904
71790,N,Y,23054
71791,N,N,19342
71792,N,Y,3346
71793,N,N,44628
71794,Y,N,329
71795,Y,N,43503
71796,Y,Y,42841
71797,N,N,27762
71798,Y,N,42985
71799,N,Y,10304
71800,Y,N,979
71801,N,Y,40702
71802,N,N,42665
71803,Y,N,10315
71804,N,Y,7975
71805,N,N,46851
71806,Y,N,10520
71807,Y,Y,28471
71808,Y,N,19911
71809,N,N,1252
71810,N,N,17337
71811,N,N,18125
71812,Y,Y,6910
71813,N,Y,39841
71814,N,Y,1453
71815,Y,N,22535
71816,Y,Y,35357
71817,Y,Y,19982
71818,Y,N,8028
71819,Y,N,41402
71820,N,Y,14200
71821,Y,N,40035
71822,Y,N,34504
71823,Y,Y,40225
71824,Y,N,21662
71825,N,N,14922
71826,Y,Y,13056
