ID,TIPOHABITACION,CAPACIDAD,IDVIVIENDAUNIVERSITARIA
215072,compartido,1,11401
215073,individual,1,9129
215074,compartido,3,15268
215075,individual,2,13053
215076,individual,2,5728
215077,compartido,2,277
215078,individual,2,17537
215079,individual,1,4474
215080,individual,1,4165
215081,individual,4,6913
215082,compartido,1,10596
215083,compartido,3,13627
215084,individual,2,18340
215085,individual,2,1806
215086,individual,4,7758
215087,individual,2,18137
215088,compartido,2,18089
215089,individual,4,19588
215090,compartido,4,19256
215091,compartido,3,6933
215092,compartido,1,3621
215093,individual,2,19103
215094,compartido,2,11254
215095,individual,3,3404
215096,compartido,4,5311
215097,compartido,4,1570
215098,individual,2,18338
215099,individual,1,19569
215100,individual,1,7632
215101,individual,2,8862
215102,compartido,2,16304
215103,compartido,4,3169
215104,compartido,1,15472
215105,compartido,2,246
215106,compartido,1,17753
215107,individual,1,17284
215108,compartido,4,4527
215109,compartido,2,5623
215110,individual,1,13298
215111,individual,4,9263
215112,individual,4,6671
215113,individual,3,7284
215114,compartido,2,5569
215115,individual,4,525
215116,compartido,3,4050
215117,compartido,3,4999
215118,individual,4,7822
215119,compartido,4,16750
215120,individual,1,17769
215121,individual,3,593
215122,compartido,4,11292
215123,individual,2,5872
215124,individual,4,3466
215125,compartido,4,2010
215126,compartido,4,4087
215127,individual,2,7039
215128,compartido,2,19073
215129,compartido,1,13148
215130,individual,3,4810
215131,individual,1,16479
215132,compartido,1,809
215133,compartido,3,12973
215134,individual,1,16742
215135,individual,4,10686
215136,compartido,4,9060
215137,individual,2,18043
215138,individual,2,14673
215139,individual,4,12455
215140,compartido,4,1768
215141,individual,1,7179
215142,individual,2,2185
215143,individual,2,4301
215144,compartido,1,4838
215145,individual,2,3662
215146,individual,4,4004
215147,compartido,1,5863
215148,individual,4,18218
215149,compartido,4,13959
215150,compartido,2,10177
215151,individual,4,6805
215152,individual,4,6235
215153,compartido,1,10083
215154,compartido,4,18791
215155,individual,4,16515
215156,compartido,4,16939
215157,compartido,3,5630
215158,compartido,1,11100
215159,compartido,3,3920
215160,individual,1,12101
215161,individual,1,13358
215162,individual,2,6035
215163,compartido,4,12841
215164,individual,4,4601
215165,compartido,2,1899
215166,compartido,2,19865
215167,individual,4,19976
215168,individual,1,2001
215169,individual,1,17617
215170,individual,4,11541
215171,compartido,1,2112
215172,compartido,1,15384
215173,individual,4,13565
215174,individual,1,6938
215175,individual,3,19582
215176,individual,3,6263
215177,compartido,3,16873
215178,compartido,3,1527
215179,individual,4,14068
215180,compartido,4,6991
215181,compartido,2,2026
215182,compartido,1,19032
215183,compartido,1,1951
215184,compartido,2,12012
215185,compartido,1,3017
215186,compartido,3,4669
215187,individual,1,19960
215188,compartido,1,10309
215189,individual,3,7979
215190,individual,1,750
215191,compartido,3,6711
215192,compartido,3,5639
215193,individual,3,4922
215194,individual,1,15934
215195,individual,2,10613
215196,compartido,4,13249
215197,compartido,4,13858
215198,compartido,4,5429
215199,individual,2,1677
215200,individual,2,891
215201,individual,4,10867
215202,compartido,1,17215
215203,individual,4,16985
215204,compartido,3,10127
215205,compartido,4,5192
215206,compartido,4,14133
215207,individual,2,9441
215208,individual,1,5273
215209,compartido,2,4693
215210,individual,3,16710
215211,compartido,3,15013
215212,compartido,2,1847
215213,compartido,3,13755
215214,individual,4,1152
215215,compartido,1,3004
215216,individual,1,12545
215217,individual,4,6852
215218,individual,4,13353
215219,individual,2,12152
215220,compartido,1,19409
215221,compartido,1,1242
215222,compartido,2,2109
215223,individual,3,19950
215224,compartido,2,13457
215225,individual,3,19665
215226,individual,3,1509
215227,compartido,1,18377
215228,individual,4,17657
215229,compartido,4,3006
215230,compartido,3,19404
215231,compartido,3,4163
215232,compartido,4,19504
215233,individual,3,4861
215234,individual,1,7935
215235,compartido,3,7759
215236,individual,3,4516
215237,compartido,3,75
215238,compartido,2,14522
215239,individual,3,13267
215240,individual,3,10921
215241,individual,3,7002
215242,compartido,1,11505
215243,individual,1,10087
215244,compartido,3,10273
215245,compartido,1,15627
215246,compartido,4,10955
215247,compartido,2,1118
215248,compartido,3,15440
215249,compartido,3,9107
215250,individual,4,8063
215251,compartido,3,10681
215252,compartido,4,8324
215253,individual,1,10426
215254,compartido,3,12552
215255,compartido,2,5555
215256,individual,2,7747
215257,compartido,3,17245
215258,individual,2,2639
215259,individual,1,13321
215260,compartido,2,1909
215261,individual,2,11558
215262,individual,3,3711
215263,individual,2,10915
215264,individual,4,8413
215265,compartido,2,5940
215266,compartido,1,14686
215267,individual,2,15323
215268,individual,2,14230
215269,compartido,1,19094
215270,compartido,3,17905
215271,compartido,1,1825
215272,individual,4,2157
215273,individual,2,8564
215274,individual,1,3979
215275,compartido,4,3823
215276,compartido,4,15564
215277,individual,2,10926
215278,compartido,2,6606
215279,individual,4,15385
215280,individual,2,5802
215281,compartido,3,13820
215282,compartido,2,9671
215283,compartido,3,2002
215284,individual,4,4394
215285,individual,4,1820
215286,individual,2,4415
215287,individual,1,2596
215288,individual,2,7391
215289,compartido,3,7057
215290,individual,1,2608
215291,individual,4,1752
215292,compartido,3,8536
215293,individual,1,6058
215294,compartido,2,12940
215295,individual,2,14032
215296,individual,1,17509
215297,compartido,2,6921
215298,compartido,1,16955
215299,individual,1,9609
215300,compartido,4,17650
215301,individual,3,347
215302,individual,1,17301
215303,individual,2,14378
215304,compartido,3,4084
215305,individual,3,9199
215306,compartido,1,9508
215307,compartido,2,3223
215308,individual,4,19444
215309,compartido,4,19854
215310,individual,3,17988
215311,compartido,3,14242
215312,compartido,2,3784
215313,compartido,3,2156
215314,compartido,4,15674
215315,individual,4,14122
215316,compartido,1,19044
215317,compartido,2,16957
215318,compartido,4,6629
215319,compartido,2,6334
215320,individual,2,12202
215321,individual,3,4312
215322,individual,1,2350
215323,individual,1,3647
215324,individual,3,7465
215325,compartido,2,621
215326,compartido,2,3554
215327,compartido,4,16961
215328,individual,4,8213
215329,individual,4,17965
215330,compartido,1,6300
215331,individual,1,16970
215332,individual,2,13262
215333,individual,4,9151
215334,compartido,2,15522
215335,individual,3,16350
215336,compartido,3,19339
215337,compartido,4,18111
215338,compartido,3,18828
215339,compartido,3,8458
215340,individual,4,12945
215341,compartido,2,980
215342,individual,4,14567
215343,individual,1,12428
215344,compartido,3,9989
215345,individual,1,4023
215346,compartido,3,9650
215347,compartido,1,14447
215348,compartido,1,4519
215349,individual,4,9490
215350,individual,4,4693
215351,individual,4,16134
215352,individual,1,6856
215353,individual,1,7210
215354,compartido,2,16922
215355,compartido,2,4078
215356,compartido,2,11191
215357,compartido,2,7682
215358,compartido,3,9072
215359,individual,4,11647
215360,compartido,3,12930
215361,compartido,4,19010
215362,compartido,4,2261
215363,individual,2,8179
215364,individual,3,19490
215365,compartido,3,9995
215366,individual,1,10479
215367,individual,4,12104
215368,compartido,1,6075
215369,individual,2,13876
215370,individual,2,15778
215371,compartido,3,12919
215372,compartido,4,14377
215373,individual,4,9493
215374,individual,2,2524
215375,compartido,1,3442
215376,compartido,4,11019
215377,compartido,1,18290
215378,individual,4,16984
215379,compartido,4,84
215380,individual,4,72
215381,compartido,1,5720
215382,individual,1,10556
215383,compartido,3,15408
215384,individual,3,11922
215385,individual,4,16505
215386,individual,1,9177
215387,compartido,1,10530
215388,individual,2,51
215389,individual,1,19515
215390,compartido,3,16988
215391,compartido,1,8174
215392,individual,3,19977
215393,individual,4,19382
215394,compartido,3,2217
215395,individual,4,6849
215396,compartido,4,10690
215397,compartido,3,19967
215398,individual,3,16310
215399,compartido,1,75
215400,compartido,1,6851
215401,individual,3,16560
215402,compartido,1,4828
215403,compartido,4,736
215404,compartido,4,9549
215405,compartido,4,14982
215406,individual,1,2940
215407,individual,1,8392
215408,individual,1,5593
215409,individual,4,9741
215410,compartido,4,17161
215411,compartido,2,14285
215412,individual,1,544
215413,individual,3,12857
215414,compartido,4,12949
215415,individual,4,17469
215416,individual,2,5575
215417,individual,1,7740
215418,individual,1,14116
215419,individual,2,6300
215420,individual,3,19063
215421,compartido,2,7599
215422,individual,3,10411
215423,individual,3,10593
215424,compartido,3,13859
215425,individual,2,14700
215426,compartido,1,11895
215427,individual,1,8669
215428,individual,4,19372
215429,individual,3,2361
215430,individual,2,16090
215431,individual,3,3698
215432,individual,2,9877
215433,individual,1,18433
215434,individual,4,18658
215435,compartido,2,4160
215436,individual,2,6984
215437,compartido,2,17449
215438,compartido,4,3470
215439,compartido,1,18579
215440,individual,2,3246
215441,individual,1,8653
215442,compartido,2,13872
215443,compartido,1,13755
215444,individual,1,771
215445,compartido,2,13614
215446,compartido,3,4707
215447,compartido,2,4872
215448,compartido,4,16372
215449,individual,3,10732
215450,compartido,3,2820
215451,individual,4,7301
215452,compartido,3,19925
215453,individual,1,3653
215454,compartido,4,6671
215455,individual,3,5070
215456,compartido,3,4293
215457,individual,1,18696
215458,compartido,2,19306
215459,compartido,3,19799
215460,individual,4,6939
215461,compartido,4,6897
215462,compartido,1,18994
215463,compartido,4,14160
215464,compartido,4,6859
215465,compartido,1,16200
215466,individual,4,1099
215467,individual,1,12694
215468,compartido,2,5910
215469,compartido,3,19006
215470,compartido,4,8260
215471,individual,2,11409
215472,compartido,2,3796
215473,compartido,3,8550
215474,compartido,4,6280
215475,compartido,4,18195
215476,individual,1,15538
215477,compartido,4,14933
215478,individual,4,16758
215479,individual,1,6253
215480,individual,1,11569
215481,individual,1,15297
215482,compartido,1,2132
215483,compartido,1,658
215484,individual,2,15257
215485,compartido,1,17097
215486,compartido,3,3573
215487,compartido,2,17741
215488,individual,2,1232
215489,compartido,4,8396
215490,individual,4,3163
215491,compartido,4,666
215492,compartido,4,3563
215493,compartido,2,14408
215494,individual,2,3117
215495,individual,1,12216
215496,individual,1,15561
215497,individual,1,12738
215498,individual,1,15713
215499,individual,1,5203
215500,compartido,4,9347
215501,compartido,4,3729
215502,individual,2,13050
215503,compartido,4,7241
215504,compartido,3,11954
215505,individual,3,17420
215506,individual,1,3389
215507,compartido,1,1066
215508,compartido,3,17788
215509,individual,1,8346
215510,individual,3,8553
215511,individual,4,19590
215512,individual,3,12220
215513,individual,1,13524
215514,individual,1,2751
215515,compartido,4,298
215516,compartido,3,14199
215517,compartido,1,16647
215518,individual,1,3119
215519,individual,1,1738
215520,compartido,1,9130
215521,individual,1,7952
215522,compartido,1,11822
215523,compartido,4,1973
215524,compartido,3,8060
215525,compartido,1,18497
215526,compartido,1,80
215527,individual,2,2013
215528,individual,2,42
215529,individual,2,19279
215530,compartido,3,14630
215531,individual,3,13535
215532,compartido,3,5423
215533,individual,2,16918
215534,individual,3,5550
215535,compartido,1,7334
215536,individual,2,1464
215537,individual,4,2145
215538,individual,1,8623
215539,individual,3,10199
215540,individual,4,19115
215541,compartido,2,13100
215542,individual,1,2507
215543,individual,2,2433
215544,compartido,1,11638
215545,individual,4,6089
215546,compartido,4,19456
215547,individual,1,12777
215548,compartido,3,19656
215549,compartido,1,15254
215550,compartido,1,12681
215551,compartido,4,10413
215552,compartido,3,4035
215553,individual,1,19161
215554,individual,4,7774
215555,individual,2,17423
215556,compartido,3,814
215557,compartido,1,5034
215558,compartido,1,8835
215559,compartido,2,7336
215560,compartido,3,1999
215561,compartido,2,1016
215562,individual,2,6634
215563,individual,3,2252
215564,individual,4,2840
215565,individual,4,15715
215566,individual,3,13210
215567,compartido,1,2984
215568,compartido,4,135
215569,individual,4,3200
215570,individual,4,11444
215571,individual,3,14962
215572,individual,1,2877
215573,individual,3,1655
215574,individual,1,11428
215575,compartido,4,10861
215576,compartido,4,17313
215577,compartido,4,19454
215578,individual,3,17466
215579,individual,2,965
215580,individual,2,6929
215581,individual,2,18327
215582,individual,4,13442
215583,individual,4,11893
215584,compartido,2,2583
215585,individual,3,13186
215586,compartido,3,18124
215587,individual,3,5879
215588,compartido,2,13997
215589,individual,2,2519
215590,individual,4,7421
215591,individual,4,5799
215592,individual,3,19090
215593,compartido,4,11161
215594,compartido,2,1306
215595,individual,1,14583
215596,compartido,3,1567
215597,compartido,4,7951
215598,compartido,2,13498
215599,compartido,2,16599
215600,compartido,1,16053
215601,compartido,3,8272
215602,compartido,4,7720
215603,compartido,2,7378
215604,individual,1,14321
215605,individual,4,6176
215606,individual,3,4110
215607,compartido,1,14636
215608,individual,2,12353
215609,individual,2,19245
215610,individual,1,19931
215611,individual,4,8510
215612,individual,4,4003
215613,compartido,3,12439
215614,individual,1,12663
215615,individual,2,12851
215616,individual,2,4974
215617,individual,3,7983
215618,individual,4,13647
215619,individual,3,17175
215620,individual,4,4780
215621,compartido,4,9647
215622,compartido,3,1542
215623,individual,3,13466
215624,individual,3,5888
215625,individual,3,6449
215626,compartido,1,7223
