ID,TIPOHABITACION,TAMANIO,IDHOTEL
169178,estandar,Grande,15984
169179,semisuite,Grande,2679
169180,estandar,Grande,11083
169181,semisuite,Grande,11999
169182,estandar,Grande,6345
169183,suite,Grande,1812
169184,suite,Grande,13699
169185,suite,Grande,11280
169186,semisuite,Grande,3923
169187,semisuite,Grande,14697
169188,suite,Grande,17613
169189,suite,Grande,325
169190,suite,Grande,9252
169191,semisuite,Grande,11345
169192,suite,Grande,11137
169193,semisuite,Grande,5164
169194,estandar,Grande,11102
169195,suite,Grande,19866
169196,suite,Grande,3793
169197,estandar,Grande,10776
169198,suite,Grande,3619
169199,semisuite,Grande,5421
169200,semisuite,Grande,14503
169201,semisuite,Grande,12900
169202,estandar,Grande,11595
169203,semisuite,Grande,16414
169204,suite,Grande,11917
169205,estandar,Grande,3313
169206,semisuite,Grande,2094
169207,estandar,Grande,4609
169208,suite,Grande,10624
169209,semisuite,Grande,18958
169210,semisuite,Grande,14160
169211,semisuite,Grande,16243
169212,estandar,Grande,14648
169213,suite,Grande,11596
169214,estandar,Grande,10867
169215,semisuite,Grande,15090
169216,semisuite,Grande,5713
169217,suite,Grande,15682
169218,suite,Grande,1369
169219,semisuite,Grande,3951
169220,suite,Grande,13331
169221,semisuite,Grande,10567
169222,suite,Grande,1631
169223,estandar,Grande,1570
169224,suite,Grande,18025
169225,semisuite,Grande,16926
169226,estandar,Grande,19908
169227,suite,Grande,7911
169228,semisuite,Grande,2687
169229,suite,Grande,19639
169230,suite,Grande,2091
169231,suite,Grande,14338
169232,estandar,Grande,7823
169233,semisuite,Grande,3801
169234,estandar,Grande,19724
169235,estandar,Grande,15438
169236,suite,Grande,13090
169237,estandar,Grande,18586
169238,suite,Grande,17724
169239,suite,Grande,9053
169240,estandar,Grande,3982
169241,suite,Grande,6297
169242,estandar,Grande,8293
169243,estandar,Grande,14787
169244,estandar,Grande,154
169245,semisuite,Grande,16832
169246,suite,Grande,19256
169247,semisuite,Grande,14919
169248,estandar,Grande,3907
169249,estandar,Grande,2618
169250,estandar,Grande,1205
169251,semisuite,Grande,6344
169252,suite,Grande,6902
169253,suite,Grande,3033
169254,semisuite,Grande,2278
169255,estandar,Grande,16133
169256,estandar,Grande,8097
169257,suite,Grande,13371
169258,estandar,Grande,13268
169259,estandar,Grande,103
169260,semisuite,Grande,4426
169261,estandar,Grande,4645
169262,suite,Grande,10107
169263,semisuite,Grande,14352
169264,suite,Grande,16201
169265,semisuite,Grande,15987
169266,estandar,Grande,19257
169267,semisuite,Grande,17480
169268,estandar,Grande,18721
169269,estandar,Grande,5462
169270,semisuite,Grande,12061
169271,estandar,Grande,26
169272,estandar,Grande,12295
169273,semisuite,Grande,15105
169274,suite,Grande,3261
169275,suite,Grande,16349
169276,semisuite,Grande,14118
169277,estandar,Grande,1915
169278,estandar,Grande,1250
169279,semisuite,Grande,8285
169280,suite,Grande,10105
169281,semisuite,Grande,12913
169282,semisuite,Grande,16803
169283,suite,Grande,1731
169284,suite,Grande,11152
169285,semisuite,Grande,13547
169286,suite,Grande,12823
169287,suite,Grande,9116
169288,suite,Grande,19654
169289,semisuite,Grande,10021
169290,suite,Grande,16178
169291,suite,Grande,592
169292,semisuite,Grande,38
169293,semisuite,Grande,4858
169294,suite,Grande,11644
169295,suite,Grande,5034
169296,semisuite,Grande,5703
169297,semisuite,Grande,17355
169298,suite,Grande,10493
169299,suite,Grande,5313
169300,suite,Grande,6892
169301,semisuite,Grande,4788
169302,estandar,Grande,17560
169303,suite,Grande,1505
169304,semisuite,Grande,13423
169305,semisuite,Grande,5200
169306,suite,Grande,6984
169307,semisuite,Grande,13406
169308,semisuite,Grande,12069
169309,estandar,Grande,15034
169310,suite,Grande,3739
169311,suite,Grande,3958
169312,estandar,Grande,10976
169313,suite,Grande,287
169314,semisuite,Grande,18450
169315,estandar,Grande,1020
169316,semisuite,Grande,10807
169317,estandar,Grande,2925
169318,suite,Grande,10400
169319,suite,Grande,11782
169320,suite,Grande,8447
169321,estandar,Grande,10395
169322,estandar,Grande,18801
169323,semisuite,Grande,16270
169324,suite,Grande,19682
169325,estandar,Grande,18312
169326,semisuite,Grande,5881
169327,estandar,Grande,16014
169328,suite,Grande,291
169329,estandar,Grande,3674
169330,suite,Grande,6189
169331,semisuite,Grande,5725
169332,semisuite,Grande,16443
169333,suite,Grande,17818
169334,semisuite,Grande,12105
169335,suite,Grande,12040
169336,semisuite,Grande,4626
169337,estandar,Grande,12991
169338,estandar,Grande,19066
169339,suite,Grande,2397
169340,suite,Grande,1674
169341,semisuite,Grande,8578
169342,semisuite,Grande,17698
169343,semisuite,Grande,6905
169344,semisuite,Grande,18642
169345,estandar,Grande,10352
169346,suite,Grande,18026
169347,semisuite,Grande,16816
169348,suite,Grande,6449
169349,semisuite,Grande,7825
169350,suite,Grande,9776
169351,estandar,Grande,19018
169352,suite,Grande,5242
169353,semisuite,Grande,3252
169354,suite,Grande,2860
169355,estandar,Grande,17856
169356,semisuite,Grande,4343
169357,suite,Grande,5658
169358,estandar,Grande,8124
169359,semisuite,Grande,15716
169360,estandar,Grande,3833
169361,suite,Grande,3316
169362,semisuite,Grande,2576
169363,estandar,Grande,3642
169364,estandar,Grande,15699
169365,suite,Grande,18866
169366,semisuite,Grande,1118
169367,suite,Grande,4337
169368,suite,Grande,9323
169369,suite,Grande,12720
169370,semisuite,Grande,17700
169371,suite,Grande,14243
169372,estandar,Grande,15150
169373,estandar,Grande,19809
169374,estandar,Grande,5379
169375,suite,Grande,9431
169376,estandar,Grande,8703
169377,estandar,Grande,7514
169378,estandar,Grande,3794
169379,estandar,Grande,7397
169380,estandar,Grande,10079
169381,semisuite,Grande,3771
169382,semisuite,Grande,10901
169383,suite,Grande,15024
169384,suite,Grande,6829
169385,suite,Grande,16927
169386,suite,Grande,4817
169387,semisuite,Grande,11867
169388,semisuite,Grande,7287
169389,suite,Grande,16885
169390,estandar,Grande,15522
169391,estandar,Grande,15915
169392,suite,Grande,17562
169393,estandar,Grande,19459
169394,semisuite,Grande,13526
169395,estandar,Grande,2247
169396,estandar,Grande,12014
169397,semisuite,Grande,1890
169398,suite,Grande,19863
169399,semisuite,Grande,17690
169400,semisuite,Grande,771
169401,semisuite,Grande,18381
169402,estandar,Grande,15646
169403,estandar,Grande,2448
169404,semisuite,Grande,292
169405,semisuite,Grande,16427
169406,estandar,Grande,17803
169407,semisuite,Grande,19386
169408,estandar,Grande,15097
169409,estandar,Grande,588
169410,estandar,Grande,1257
169411,semisuite,Grande,1381
169412,estandar,Grande,14120
169413,estandar,Grande,8329
169414,estandar,Grande,17292
169415,semisuite,Grande,10052
169416,estandar,Grande,12365
169417,suite,Grande,260
169418,suite,Grande,14963
169419,suite,Grande,19325
169420,semisuite,Grande,8358
169421,estandar,Grande,647
169422,semisuite,Grande,17589
169423,semisuite,Grande,19397
169424,estandar,Grande,6389
169425,estandar,Grande,5904
169426,semisuite,Grande,14171
169427,suite,Grande,9576
169428,estandar,Grande,9942
169429,estandar,Grande,14078
169430,semisuite,Grande,2158
169431,semisuite,Grande,19959
169432,estandar,Grande,19430
169433,semisuite,Grande,1353
169434,suite,Grande,356
169435,estandar,Grande,17154
169436,semisuite,Grande,12504
169437,suite,Grande,18813
169438,semisuite,Grande,13313
169439,semisuite,Grande,16196
169440,semisuite,Grande,17606
169441,suite,Grande,10220
169442,suite,Grande,14551
169443,estandar,Grande,2085
169444,estandar,Grande,11467
169445,suite,Grande,11516
169446,estandar,Grande,1632
169447,estandar,Grande,5318
169448,estandar,Grande,6676
169449,semisuite,Grande,3345
169450,suite,Grande,2104
169451,suite,Grande,9421
169452,suite,Grande,5097
169453,estandar,Grande,5581
169454,semisuite,Grande,10257
169455,suite,Grande,10160
169456,semisuite,Grande,13638
169457,semisuite,Grande,2852
169458,estandar,Grande,12823
169459,suite,Grande,2716
169460,semisuite,Grande,343
169461,estandar,Grande,15687
169462,estandar,Grande,16726
169463,semisuite,Grande,11726
169464,estandar,Grande,5767
169465,suite,Grande,4397
169466,estandar,Grande,2022
169467,semisuite,Grande,13732
169468,estandar,Grande,16128
169469,suite,Grande,7023
169470,suite,Grande,7911
169471,estandar,Grande,5189
169472,estandar,Grande,17323
169473,estandar,Grande,13385
169474,estandar,Grande,4142
169475,semisuite,Grande,9325
169476,semisuite,Grande,1072
169477,suite,Grande,1646
169478,suite,Grande,1591
169479,semisuite,Grande,2290
169480,suite,Grande,11364
169481,semisuite,Grande,7236
169482,semisuite,Grande,15236
169483,suite,Grande,3142
169484,semisuite,Grande,3692
169485,suite,Grande,15687
169486,estandar,Grande,1629
169487,semisuite,Grande,10967
169488,semisuite,Grande,12904
169489,estandar,Grande,367
169490,semisuite,Grande,2817
169491,estandar,Grande,11058
169492,estandar,Grande,16340
169493,estandar,Grande,2600
169494,semisuite,Grande,9754
169495,suite,Grande,16444
169496,semisuite,Grande,15974
169497,suite,Grande,5615
169498,estandar,Grande,6483
169499,suite,Grande,13909
169500,estandar,Grande,2014
169501,semisuite,Grande,9459
169502,semisuite,Grande,1724
169503,suite,Grande,5146
169504,estandar,Grande,1536
169505,suite,Grande,4684
169506,semisuite,Grande,3120
169507,suite,Grande,16332
169508,semisuite,Grande,6621
169509,estandar,Grande,15666
169510,estandar,Grande,543
169511,suite,Grande,19268
169512,estandar,Grande,2426
169513,suite,Grande,19577
169514,suite,Grande,929
169515,semisuite,Grande,14632
169516,estandar,Grande,4872
169517,estandar,Grande,15066
169518,semisuite,Grande,9995
169519,suite,Grande,13723
169520,estandar,Grande,17325
169521,estandar,Grande,6678
169522,estandar,Grande,8346
169523,suite,Grande,10040
169524,semisuite,Grande,587
169525,suite,Grande,19132
169526,estandar,Grande,17011
169527,estandar,Grande,12078
169528,estandar,Grande,9046
169529,suite,Grande,12750
169530,estandar,Grande,15814
169531,semisuite,Grande,4313
169532,suite,Grande,4740
169533,suite,Grande,16580
169534,semisuite,Grande,6183
169535,estandar,Grande,16185
169536,estandar,Grande,12398
169537,semisuite,Grande,11308
169538,semisuite,Grande,4450
169539,suite,Grande,653
169540,semisuite,Grande,5100
169541,semisuite,Grande,15086
169542,estandar,Grande,15822
169543,estandar,Grande,4271
169544,semisuite,Grande,13083
169545,suite,Grande,6477
169546,estandar,Grande,9361
169547,suite,Grande,15481
169548,semisuite,Grande,13864
169549,suite,Grande,14632
169550,semisuite,Grande,11501
169551,estandar,Grande,4548
169552,semisuite,Grande,655
169553,suite,Grande,17847
169554,estandar,Grande,19335
169555,semisuite,Grande,18791
169556,estandar,Grande,16626
169557,suite,Grande,9202
169558,suite,Grande,15894
169559,semisuite,Grande,13587
169560,semisuite,Grande,6376
169561,semisuite,Grande,17892
169562,suite,Grande,13291
169563,semisuite,Grande,11666
169564,semisuite,Grande,11043
169565,suite,Grande,16128
169566,estandar,Grande,7397
169567,suite,Grande,2422
169568,estandar,Grande,5372
169569,semisuite,Grande,10994
169570,suite,Grande,3042
169571,semisuite,Grande,919
169572,estandar,Grande,4668
169573,estandar,Grande,15257
169574,suite,Grande,3616
169575,suite,Grande,18282
169576,semisuite,Grande,3710
169577,estandar,Grande,18954
169578,semisuite,Grande,2467
169579,semisuite,Grande,2944
169580,estandar,Grande,2691
169581,estandar,Grande,8572
169582,suite,Grande,11744
169583,suite,Grande,250
169584,semisuite,Grande,192
169585,suite,Grande,2487
169586,suite,Grande,17513
169587,suite,Grande,2970
169588,semisuite,Grande,11936
169589,estandar,Grande,628
169590,semisuite,Grande,13810
169591,suite,Grande,13511
169592,suite,Grande,2930
169593,semisuite,Grande,11398
169594,semisuite,Grande,4964
169595,semisuite,Grande,12400
169596,suite,Grande,11069
169597,estandar,Grande,15757
169598,estandar,Grande,12942
169599,semisuite,Grande,15850
169600,semisuite,Grande,18342
169601,estandar,Grande,18797
169602,semisuite,Grande,18218
169603,estandar,Grande,2624
169604,suite,Grande,10162
169605,semisuite,Grande,4577
169606,semisuite,Grande,1771
169607,semisuite,Grande,18892
169608,estandar,Grande,10589
169609,suite,Grande,8050
169610,semisuite,Grande,18496
169611,suite,Grande,10517
169612,suite,Grande,8241
169613,estandar,Grande,9870
169614,estandar,Grande,3148
169615,estandar,Grande,2719
169616,semisuite,Grande,17191
169617,semisuite,Grande,18978
169618,estandar,Grande,606
169619,estandar,Grande,19958
169620,estandar,Grande,11222
169621,estandar,Grande,2052
169622,suite,Grande,3576
169623,estandar,Grande,15493
169624,semisuite,Grande,3022
169625,semisuite,Grande,19579
169626,estandar,Grande,3526
169627,semisuite,Grande,9917
169628,suite,Grande,2163
169629,estandar,Grande,8260
169630,semisuite,Grande,17862
169631,semisuite,Grande,14558
169632,estandar,Grande,19993
169633,semisuite,Grande,16390
169634,semisuite,Grande,11326
169635,suite,Grande,4930
169636,suite,Grande,14689
169637,semisuite,Grande,11990
169638,suite,Grande,11660
169639,semisuite,Grande,5478
169640,suite,Grande,17362
169641,estandar,Grande,3803
169642,estandar,Grande,6383
169643,estandar,Grande,11230
169644,semisuite,Grande,17026
169645,suite,Grande,2849
169646,semisuite,Grande,10784
169647,suite,Grande,19230
169648,estandar,Grande,3072
169649,estandar,Grande,1649
169650,estandar,Grande,10494
169651,estandar,Grande,15752
169652,suite,Grande,14713
169653,semisuite,Grande,4006
169654,suite,Grande,14000
169655,estandar,Grande,10901
169656,semisuite,Grande,4262
169657,suite,Grande,14719
169658,suite,Grande,915
169659,semisuite,Grande,6342
169660,estandar,Grande,5644
169661,estandar,Grande,8282
169662,suite,Grande,12306
169663,estandar,Grande,11275
169664,semisuite,Grande,47
169665,estandar,Grande,7245
169666,semisuite,Grande,2884
169667,estandar,Grande,16147
169668,suite,Grande,11008
169669,semisuite,Grande,10528
169670,semisuite,Grande,8853
169671,suite,Grande,15934
169672,semisuite,Grande,8097
169673,suite,Grande,13739
169674,estandar,Grande,5779
169675,suite,Grande,3158
169676,semisuite,Grande,10150
169677,suite,Grande,5780
169678,semisuite,Grande,7178
169679,suite,Grande,13127
169680,estandar,Grande,14476
169681,estandar,Grande,19287
169682,suite,Grande,17740
169683,suite,Grande,585
169684,suite,Grande,19367
169685,suite,Grande,15243
169686,semisuite,Grande,5532
169687,estandar,Grande,408
169688,semisuite,Grande,12958
169689,estandar,Grande,8103
169690,suite,Grande,19859
169691,semisuite,Grande,10312
169692,suite,Grande,16172
169693,estandar,Grande,673
169694,suite,Grande,10308
169695,suite,Grande,987
169696,suite,Grande,12981
169697,estandar,Grande,6390
169698,estandar,Grande,9966
169699,suite,Grande,18220
169700,estandar,Grande,6145
169701,semisuite,Grande,6371
169702,estandar,Grande,19013
169703,suite,Grande,7931
169704,suite,Grande,17444
169705,suite,Grande,3897
169706,estandar,Grande,19528
169707,semisuite,Grande,8657
169708,semisuite,Grande,7516
169709,estandar,Grande,15211
169710,estandar,Grande,8110
169711,suite,Grande,18859
169712,estandar,Grande,8074
169713,estandar,Grande,8081
169714,suite,Grande,8444
169715,suite,Grande,11780
169716,semisuite,Grande,16406
169717,semisuite,Grande,3312
169718,semisuite,Grande,2035
169719,suite,Grande,3026
169720,suite,Grande,2148
169721,estandar,Grande,5762
169722,estandar,Grande,5844
169723,estandar,Grande,11231
169724,suite,Grande,16349
169725,suite,Grande,1868
169726,semisuite,Grande,13632
169727,suite,Grande,8472
169728,suite,Grande,5247
169729,estandar,Grande,7552
169730,semisuite,Grande,9051
169731,semisuite,Grande,16818
169732,estandar,Grande,16492
169733,semisuite,Grande,19574
169734,estandar,Grande,3989
169735,suite,Grande,2393
169736,suite,Grande,16857
169737,estandar,Grande,3516
169738,suite,Grande,3491
169739,suite,Grande,7336
169740,estandar,Grande,5996
169741,semisuite,Grande,19542
169742,estandar,Grande,10051
169743,estandar,Grande,18225
169744,estandar,Grande,10513
169745,estandar,Grande,1983
169746,suite,Grande,16123
169747,semisuite,Grande,2893
169748,semisuite,Grande,5531
169749,semisuite,Grande,572
169750,semisuite,Grande,6613
169751,semisuite,Grande,18988
169752,semisuite,Grande,9431
169753,semisuite,Grande,13095
169754,estandar,Grande,16474
169755,estandar,Grande,838
169756,suite,Grande,12651
169757,semisuite,Grande,11052
169758,semisuite,Grande,8163
169759,suite,Grande,4890
169760,suite,Grande,4526
169761,suite,Grande,12994
169762,semisuite,Grande,449
169763,estandar,Grande,17470
169764,semisuite,Grande,2449
169765,estandar,Grande,2241
169766,semisuite,Grande,840
169767,estandar,Grande,15212
169768,semisuite,Grande,6774
169769,estandar,Grande,6803
169770,estandar,Grande,19976
169771,suite,Grande,4605
169772,semisuite,Grande,6437
169773,semisuite,Grande,8298
169774,estandar,Grande,16394
169775,semisuite,Grande,5363
169776,estandar,Grande,13678
169777,suite,Grande,348
169778,suite,Grande,18364
169779,suite,Grande,554
169780,suite,Grande,2069
169781,semisuite,Grande,15546
169782,estandar,Grande,12724
169783,estandar,Grande,13391
169784,suite,Grande,11177
169785,suite,Grande,2715
169786,suite,Grande,19564
169787,semisuite,Grande,19766
169788,semisuite,Grande,17396
169789,estandar,Grande,17639
169790,suite,Grande,4917
169791,estandar,Grande,17891
169792,suite,Grande,7716
169793,semisuite,Grande,15646
169794,suite,Grande,2587
169795,estandar,Grande,9316
